,Active Business %,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,Business active percentage,90.67441110035496,91.2488022995848,89.05017921146954,74.51340433345575,79.9355205765219,83.80254531430775,84.70764617691154,86.27661477903024,87.60627861347285,88.50207601405302,88.21481849825958,86.93072762170651
