,Imigration Status,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,Native,90.93264248704664,91.21691302853215,89.14505283381364,75.28859323028762,80.39018503620274,83.85914919601059,84.73871733966746,86.36105322977836,87.77330767885255,88.4201537147737,88.1819797405367,86.86361947231512
1,Immigrant,87.00980392156863,91.66666666666666,87.73333333333333,62.68656716417911,72.42524916943522,82.78388278388277,84.15492957746478,84.83870967741936,85.21303258145363,89.68058968058969,88.66995073891626,87.96561604584528
