Country Sex Age Education Year Month "Value in thousands"
USA F AGE_YTHADULT_Y15-64 ADV 2019 M07 1249.689
USA F AGE_YTHADULT_Y15-24 Total 2019 M07 995.181
USA F AGE_YTHADULT_Y15-24 LTB 2019 M07 0
USA F AGE_YTHADULT_Y15-24 BAS 2019 M07 28.417
USA F AGE_YTHADULT_Y15-24 INT 2019 M07 765.907
USA F AGE_YTHADULT_Y15-24 ADV 2019 M07 195.37
USA F AGE_YTHADULT_YGE25 Total 2019 M07 2333.926
USA F AGE_YTHADULT_YGE25 LTB 2019 M07 0
USA F AGE_YTHADULT_YGE25 BAS 2019 M07 102.206
USA F AGE_YTHADULT_YGE25 INT 2019 M07 1102.499
USA F AGE_YTHADULT_YGE25 ADV 2019 M07 1125.979
USA T AGE_AGGREGATE_TOTAL Total 2019 M08 6202.867
USA T AGE_AGGREGATE_TOTAL LTB 2019 M08 16.416
USA T AGE_AGGREGATE_TOTAL BAS 2019 M08 268.812
USA T AGE_AGGREGATE_TOTAL INT 2019 M08 3731.093
USA T AGE_AGGREGATE_TOTAL ADV 2019 M08 2186.546
USA T AGE_AGGREGATE_Y15-24 Total 2019 M08 1804.969
USA T AGE_AGGREGATE_Y15-24 BAS 2019 M08 63.09
USA T AGE_AGGREGATE_Y15-24 INT 2019 M08 1428.605
USA T AGE_AGGREGATE_Y15-24 ADV 2019 M08 313.275
USA T AGE_AGGREGATE_Y25-54 Total 2019 M08 3345.547
USA T AGE_AGGREGATE_Y25-54 LTB 2019 M08 16.416
USA T AGE_AGGREGATE_Y25-54 BAS 2019 M08 145.447
USA T AGE_AGGREGATE_Y25-54 INT 2019 M08 1830.838
USA T AGE_AGGREGATE_Y25-54 ADV 2019 M08 1352.845
USA T AGE_AGGREGATE_Y55-64 Total 2019 M08 716.654
USA T AGE_AGGREGATE_Y55-64 BAS 2019 M08 33.963
USA T AGE_AGGREGATE_Y55-64 INT 2019 M08 324.902
USA T AGE_AGGREGATE_Y55-64 ADV 2019 M08 357.789
USA T AGE_AGGREGATE_YGE65 Total 2019 M08 335.698
USA T AGE_AGGREGATE_YGE65 BAS 2019 M08 26.312
USA T AGE_AGGREGATE_YGE65 INT 2019 M08 146.749
USA T AGE_AGGREGATE_YGE65 ADV 2019 M08 162.637
USA M AGE_AGGREGATE_TOTAL Total 2019 M08 3078
USA M AGE_AGGREGATE_TOTAL LTB 2019 M08 0
USA M AGE_AGGREGATE_TOTAL BAS 2019 M08 111.952
USA M AGE_AGGREGATE_TOTAL INT 2019 M08 2008.979
USA M AGE_AGGREGATE_TOTAL ADV 2019 M08 955.898
USA M AGE_AGGREGATE_Y15-24 Total 2019 M08 971.701
USA M AGE_AGGREGATE_Y15-24 BAS 2019 M08 21.123
USA M AGE_AGGREGATE_Y15-24 INT 2019 M08 819.935
USA M AGE_AGGREGATE_Y15-24 ADV 2019 M08 130.643
USA M AGE_AGGREGATE_Y25-54 Total 2019 M08 1642.727
USA M AGE_AGGREGATE_Y25-54 LTB 2019 M08 0
USA M AGE_AGGREGATE_Y25-54 BAS 2019 M08 57.276
USA M AGE_AGGREGATE_Y25-54 INT 2019 M08 968.292
USA M AGE_AGGREGATE_Y25-54 ADV 2019 M08 615.989
USA M AGE_AGGREGATE_Y55-64 Total 2019 M08 295.175
USA M AGE_AGGREGATE_Y55-64 BAS 2019 M08 22.516
USA M AGE_AGGREGATE_Y55-64 INT 2019 M08 142.429
USA M AGE_AGGREGATE_Y55-64 ADV 2019 M08 130.231
USA M AGE_AGGREGATE_YGE65 Total 2019 M08 168.397
USA M AGE_AGGREGATE_YGE65 BAS 2019 M08 11.037
USA M AGE_AGGREGATE_YGE65 INT 2019 M08 78.324
USA M AGE_AGGREGATE_YGE65 ADV 2019 M08 79.036
USA F AGE_AGGREGATE_TOTAL Total 2019 M08 3124.867
USA F AGE_AGGREGATE_TOTAL LTB 2019 M08 0
USA F AGE_AGGREGATE_TOTAL BAS 2019 M08 156.859
USA F AGE_AGGREGATE_TOTAL INT 2019 M08 1722.114
USA F AGE_AGGREGATE_TOTAL ADV 2019 M08 1230.647
USA F AGE_AGGREGATE_Y15-24 Total 2019 M08 833.269
USA F AGE_AGGREGATE_Y15-24 BAS 2019 M08 41.967
USA F AGE_AGGREGATE_Y15-24 INT 2019 M08 608.67
USA F AGE_AGGREGATE_Y15-24 ADV 2019 M08 182.632
USA F AGE_AGGREGATE_Y25-54 Total 2019 M08 1702.819
USA F AGE_AGGREGATE_Y25-54 LTB 2019 M08 0
USA F AGE_AGGREGATE_Y25-54 BAS 2019 M08 88.172
USA F AGE_AGGREGATE_Y25-54 INT 2019 M08 862.546
USA F AGE_AGGREGATE_Y25-54 ADV 2019 M08 736.856
USA F AGE_AGGREGATE_Y55-64 Total 2019 M08 421.479
USA F AGE_AGGREGATE_Y55-64 BAS 2019 M08 0
USA F AGE_AGGREGATE_Y55-64 INT 2019 M08 182.474
USA F AGE_AGGREGATE_Y55-64 ADV 2019 M08 227.559
USA F AGE_AGGREGATE_YGE65 Total 2019 M08 167.3
USA F AGE_AGGREGATE_YGE65 BAS 2019 M08 15.275
USA F AGE_AGGREGATE_YGE65 INT 2019 M08 68.425
USA F AGE_AGGREGATE_YGE65 ADV 2019 M08 83.601
USA T AGE_YTHADULT_YGE15 Total 2019 M08 6202.867
USA T AGE_YTHADULT_YGE15 LTB 2019 M08 16.416
USA T AGE_YTHADULT_YGE15 BAS 2019 M08 268.812
USA T AGE_YTHADULT_YGE15 INT 2019 M08 3731.093
USA T AGE_YTHADULT_YGE15 ADV 2019 M08 2186.546
USA T AGE_YTHADULT_Y15-64 Total 2019 M08 5867.17
USA T AGE_YTHADULT_Y15-64 BAS 2019 M08 242.5
USA T AGE_YTHADULT_Y15-64 INT 2019 M08 3584.345
USA T AGE_YTHADULT_Y15-64 ADV 2019 M08 2023.909
USA T AGE_YTHADULT_Y15-24 Total 2019 M08 1804.969
USA T AGE_YTHADULT_Y15-24 BAS 2019 M08 63.09
USA T AGE_YTHADULT_Y15-24 INT 2019 M08 1428.605
USA T AGE_YTHADULT_Y15-24 ADV 2019 M08 313.275
USA T AGE_YTHADULT_YGE25 Total 2019 M08 4397.898
USA T AGE_YTHADULT_YGE25 LTB 2019 M08 16.416
USA T AGE_YTHADULT_YGE25 BAS 2019 M08 205.722
USA T AGE_YTHADULT_YGE25 INT 2019 M08 2302.489
USA T AGE_YTHADULT_YGE25 ADV 2019 M08 1873.271
USA M AGE_YTHADULT_YGE15 Total 2019 M08 3078
USA M AGE_YTHADULT_YGE15 LTB 2019 M08 0
USA M AGE_YTHADULT_YGE15 BAS 2019 M08 111.952
USA M AGE_YTHADULT_YGE15 INT 2019 M08 2008.979
USA M AGE_YTHADULT_YGE15 ADV 2019 M08 955.898
USA M AGE_YTHADULT_Y15-64 Total 2019 M08 2909.603
USA M AGE_YTHADULT_Y15-64 BAS 2019 M08 100.915
USA M AGE_YTHADULT_Y15-64 INT 2019 M08 1930.655
USA M AGE_YTHADULT_Y15-64 ADV 2019 M08 876.862
USA M AGE_YTHADULT_Y15-24 Total 2019 M08 971.701
USA M AGE_YTHADULT_Y15-24 BAS 2019 M08 21.123
USA M AGE_YTHADULT_Y15-24 INT 2019 M08 819.935
USA M AGE_YTHADULT_Y15-24 ADV 2019 M08 130.643
USA M AGE_YTHADULT_YGE25 Total 2019 M08 2106.3
USA M AGE_YTHADULT_YGE25 LTB 2019 M08 0
USA M AGE_YTHADULT_YGE25 BAS 2019 M08 90.829
USA M AGE_YTHADULT_YGE25 INT 2019 M08 1189.044
USA M AGE_YTHADULT_YGE25 ADV 2019 M08 825.256
USA F AGE_YTHADULT_YGE15 Total 2019 M08 3124.867
USA F AGE_YTHADULT_YGE15 LTB 2019 M08 0
USA F AGE_YTHADULT_YGE15 BAS 2019 M08 156.859
USA F AGE_YTHADULT_YGE15 INT 2019 M08 1722.114
USA F AGE_YTHADULT_YGE15 ADV 2019 M08 1230.647
USA F AGE_YTHADULT_Y15-64 Total 2019 M08 2957.567
USA F AGE_YTHADULT_Y15-64 BAS 2019 M08 141.585
USA F AGE_YTHADULT_Y15-64 INT 2019 M08 1653.689
USA F AGE_YTHADULT_Y15-64 ADV 2019 M08 1147.047
USA F AGE_YTHADULT_Y15-24 Total 2019 M08 833.269
USA F AGE_YTHADULT_Y15-24 BAS 2019 M08 41.967
USA F AGE_YTHADULT_Y15-24 INT 2019 M08 608.67
USA F AGE_YTHADULT_Y15-24 ADV 2019 M08 182.632
USA F AGE_YTHADULT_YGE25 Total 2019 M08 2291.598
USA F AGE_YTHADULT_YGE25 LTB 2019 M08 0
USA F AGE_YTHADULT_YGE25 BAS 2019 M08 114.893
USA F AGE_YTHADULT_YGE25 INT 2019 M08 1113.444
USA F AGE_YTHADULT_YGE25 ADV 2019 M08 1048.015
USA T AGE_AGGREGATE_TOTAL Total 2019 M09 5465.021
USA T AGE_AGGREGATE_TOTAL LTB 2019 M09 0
USA T AGE_AGGREGATE_TOTAL BAS 2019 M09 204.753
USA T AGE_AGGREGATE_TOTAL INT 2019 M09 3448.769
USA T AGE_AGGREGATE_TOTAL ADV 2019 M09 1799.014
USA T AGE_AGGREGATE_Y15-24 Total 2019 M09 1624.795
USA T AGE_AGGREGATE_Y15-24 LTB 2019 M09 0
USA T AGE_AGGREGATE_Y15-24 BAS 2019 M09 55.961
USA T AGE_AGGREGATE_Y15-24 INT 2019 M09 1334.424
USA T AGE_AGGREGATE_Y15-24 ADV 2019 M09 225.416
USA T AGE_AGGREGATE_Y25-54 Total 2019 M09 2944.063
USA T AGE_AGGREGATE_Y25-54 LTB 2019 M09 0
USA T AGE_AGGREGATE_Y25-54 BAS 2019 M09 101.58
USA T AGE_AGGREGATE_Y25-54 INT 2019 M09 1736.612
USA T AGE_AGGREGATE_Y25-54 ADV 2019 M09 1102.378
USA T AGE_AGGREGATE_Y55-64 Total 2019 M09 636.854
USA T AGE_AGGREGATE_Y55-64 BAS 2019 M09 30.414
USA T AGE_AGGREGATE_Y55-64 INT 2019 M09 281.838
USA T AGE_AGGREGATE_Y55-64 ADV 2019 M09 324.603
USA T AGE_AGGREGATE_YGE65 Total 2019 M09 259.31
USA T AGE_AGGREGATE_YGE65 BAS 2019 M09 16.797
USA T AGE_AGGREGATE_YGE65 INT 2019 M09 95.895
USA T AGE_AGGREGATE_YGE65 ADV 2019 M09 146.617
USA M AGE_AGGREGATE_TOTAL Total 2019 M09 2866.649
USA M AGE_AGGREGATE_TOTAL LTB 2019 M09 0
USA M AGE_AGGREGATE_TOTAL BAS 2019 M09 101.191
USA M AGE_AGGREGATE_TOTAL INT 2019 M09 1926.302
USA M AGE_AGGREGATE_TOTAL ADV 2019 M09 833.94
USA M AGE_AGGREGATE_Y15-24 Total 2019 M09 921.513
USA M AGE_AGGREGATE_Y15-24 LTB 2019 M09 0
USA M AGE_AGGREGATE_Y15-24 BAS 2019 M09 39.744
USA M AGE_AGGREGATE_Y15-24 INT 2019 M09 771.223
USA M AGE_AGGREGATE_Y15-24 ADV 2019 M09 105.329
USA M AGE_AGGREGATE_Y25-54 Total 2019 M09 1519.462
USA M AGE_AGGREGATE_Y25-54 LTB 2019 M09 0
USA M AGE_AGGREGATE_Y25-54 BAS 2019 M09 39.73
USA M AGE_AGGREGATE_Y25-54 INT 2019 M09 977.538
USA M AGE_AGGREGATE_Y25-54 ADV 2019 M09 502.194
USA M AGE_AGGREGATE_Y55-64 Total 2019 M09 282.635
USA M AGE_AGGREGATE_Y55-64 BAS 2019 M09 17.58
USA M AGE_AGGREGATE_Y55-64 INT 2019 M09 116.469
USA M AGE_AGGREGATE_Y55-64 ADV 2019 M09 148.586
USA M AGE_AGGREGATE_YGE65 Total 2019 M09 143.04
USA M AGE_AGGREGATE_YGE65 BAS 2019 M09 0
USA M AGE_AGGREGATE_YGE65 INT 2019 M09 61.073
USA M AGE_AGGREGATE_YGE65 ADV 2019 M09 77.83
USA F AGE_AGGREGATE_TOTAL Total 2019 M09 2598.372
USA F AGE_AGGREGATE_TOTAL LTB 2019 M09 0
USA F AGE_AGGREGATE_TOTAL BAS 2019 M09 103.562
USA F AGE_AGGREGATE_TOTAL INT 2019 M09 1522.467
USA F AGE_AGGREGATE_TOTAL ADV 2019 M09 965.074
USA F AGE_AGGREGATE_Y15-24 Total 2019 M09 703.283
USA F AGE_AGGREGATE_Y15-24 LTB 2019 M09 0
USA F AGE_AGGREGATE_Y15-24 BAS 2019 M09 16.217
USA F AGE_AGGREGATE_Y15-24 INT 2019 M09 563.201
USA F AGE_AGGREGATE_Y15-24 ADV 2019 M09 120.087
USA F AGE_AGGREGATE_Y25-54 Total 2019 M09 1424.601
USA F AGE_AGGREGATE_Y25-54 LTB 2019 M09 0
USA F AGE_AGGREGATE_Y25-54 BAS 2019 M09 61.851
USA F AGE_AGGREGATE_Y25-54 INT 2019 M09 759.075
USA F AGE_AGGREGATE_Y25-54 ADV 2019 M09 600.184
USA F AGE_AGGREGATE_Y55-64 Total 2019 M09 354.219
USA F AGE_AGGREGATE_Y55-64 BAS 2019 M09 0
USA F AGE_AGGREGATE_Y55-64 INT 2019 M09 165.369
USA F AGE_AGGREGATE_Y55-64 ADV 2019 M09 176.016
USA F AGE_AGGREGATE_YGE65 Total 2019 M09 116.27
USA F AGE_AGGREGATE_YGE65 BAS 2019 M09 0
USA F AGE_AGGREGATE_YGE65 INT 2019 M09 34.822
USA F AGE_AGGREGATE_YGE65 ADV 2019 M09 68.788
USA T AGE_YTHADULT_YGE15 Total 2019 M09 5465.021
USA T AGE_YTHADULT_YGE15 LTB 2019 M09 0
USA T AGE_YTHADULT_YGE15 BAS 2019 M09 204.753
USA T AGE_YTHADULT_YGE15 INT 2019 M09 3448.769
USA T AGE_YTHADULT_YGE15 ADV 2019 M09 1799.014
USA T AGE_YTHADULT_Y15-64 Total 2019 M09 5205.712
USA T AGE_YTHADULT_Y15-64 BAS 2019 M09 187.956
USA T AGE_YTHADULT_Y15-64 INT 2019 M09 3352.874
USA T AGE_YTHADULT_Y15-64 ADV 2019 M09 1652.397
USA T AGE_YTHADULT_Y15-24 Total 2019 M09 1624.795
USA T AGE_YTHADULT_Y15-24 LTB 2019 M09 0
USA T AGE_YTHADULT_Y15-24 BAS 2019 M09 55.961
USA T AGE_YTHADULT_Y15-24 INT 2019 M09 1334.424
USA T AGE_YTHADULT_Y15-24 ADV 2019 M09 225.416
USA T AGE_YTHADULT_YGE25 Total 2019 M09 3840.226
USA T AGE_YTHADULT_YGE25 LTB 2019 M09 0
USA T AGE_YTHADULT_YGE25 BAS 2019 M09 148.791
USA T AGE_YTHADULT_YGE25 INT 2019 M09 2114.345
USA T AGE_YTHADULT_YGE25 ADV 2019 M09 1573.598
USA M AGE_YTHADULT_YGE15 Total 2019 M09 2866.649
USA M AGE_YTHADULT_YGE15 LTB 2019 M09 0
USA M AGE_YTHADULT_YGE15 BAS 2019 M09 101.191
USA M AGE_YTHADULT_YGE15 INT 2019 M09 1926.302
USA M AGE_YTHADULT_YGE15 ADV 2019 M09 833.94
USA M AGE_YTHADULT_Y15-64 Total 2019 M09 2723.61
USA M AGE_YTHADULT_Y15-64 BAS 2019 M09 97.054
USA M AGE_YTHADULT_Y15-64 INT 2019 M09 1865.229
USA M AGE_YTHADULT_Y15-64 ADV 2019 M09 756.11
USA M AGE_YTHADULT_Y15-24 Total 2019 M09 921.513
USA M AGE_YTHADULT_Y15-24 LTB 2019 M09 0
USA M AGE_YTHADULT_Y15-24 BAS 2019 M09 39.744
USA M AGE_YTHADULT_Y15-24 INT 2019 M09 771.223
USA M AGE_YTHADULT_Y15-24 ADV 2019 M09 105.329
USA M AGE_YTHADULT_YGE25 Total 2019 M09 1945.137
USA M AGE_YTHADULT_YGE25 LTB 2019 M09 0
USA M AGE_YTHADULT_YGE25 BAS 2019 M09 61.447
USA M AGE_YTHADULT_YGE25 INT 2019 M09 1155.079
USA M AGE_YTHADULT_YGE25 ADV 2019 M09 728.61
USA F AGE_YTHADULT_YGE15 Total 2019 M09 2598.372
USA F AGE_YTHADULT_YGE15 LTB 2019 M09 0
USA F AGE_YTHADULT_YGE15 BAS 2019 M09 103.562
USA F AGE_YTHADULT_YGE15 INT 2019 M09 1522.467
USA F AGE_YTHADULT_YGE15 ADV 2019 M09 965.074
USA F AGE_YTHADULT_Y15-64 Total 2019 M09 2482.102
USA F AGE_YTHADULT_Y15-64 BAS 2019 M09 90.902
USA F AGE_YTHADULT_Y15-64 INT 2019 M09 1487.645
USA F AGE_YTHADULT_Y15-64 ADV 2019 M09 896.287
USA F AGE_YTHADULT_Y15-24 Total 2019 M09 703.283
USA F AGE_YTHADULT_Y15-24 LTB 2019 M09 0
USA F AGE_YTHADULT_Y15-24 BAS 2019 M09 16.217
USA F AGE_YTHADULT_Y15-24 INT 2019 M09 563.201
USA F AGE_YTHADULT_Y15-24 ADV 2019 M09 120.087
USA F AGE_YTHADULT_YGE25 Total 2019 M09 1895.089
USA F AGE_YTHADULT_YGE25 LTB 2019 M09 0
USA F AGE_YTHADULT_YGE25 BAS 2019 M09 87.344
USA F AGE_YTHADULT_YGE25 INT 2019 M09 959.266
USA F AGE_YTHADULT_YGE25 ADV 2019 M09 844.988
USA T AGE_AGGREGATE_TOTAL Total 2019 M10 5509.59
USA T AGE_AGGREGATE_TOTAL LTB 2019 M10 0
USA T AGE_AGGREGATE_TOTAL BAS 2019 M10 216.915
USA T AGE_AGGREGATE_TOTAL INT 2019 M10 3551.356
USA T AGE_AGGREGATE_TOTAL ADV 2019 M10 1734.263
USA T AGE_AGGREGATE_Y15-24 Total 2019 M10 1580.426
USA T AGE_AGGREGATE_Y15-24 BAS 2019 M10 58.764
USA T AGE_AGGREGATE_Y15-24 INT 2019 M10 1337.26
USA T AGE_AGGREGATE_Y15-24 ADV 2019 M10 184.403
USA T AGE_AGGREGATE_Y25-54 Total 2019 M10 2994.69
USA T AGE_AGGREGATE_Y25-54 LTB 2019 M10 0
USA T AGE_AGGREGATE_Y25-54 BAS 2019 M10 103.353
USA T AGE_AGGREGATE_Y25-54 INT 2019 M10 1774.502
USA T AGE_AGGREGATE_Y25-54 ADV 2019 M10 1109.781
USA T AGE_AGGREGATE_Y55-64 Total 2019 M10 658.006
USA T AGE_AGGREGATE_Y55-64 BAS 2019 M10 46.566
USA T AGE_AGGREGATE_Y55-64 INT 2019 M10 320.936
USA T AGE_AGGREGATE_Y55-64 ADV 2019 M10 290.504
USA T AGE_AGGREGATE_YGE65 Total 2019 M10 276.467
USA T AGE_AGGREGATE_YGE65 BAS 2019 M10 0
USA T AGE_AGGREGATE_YGE65 INT 2019 M10 118.659
USA T AGE_AGGREGATE_YGE65 ADV 2019 M10 149.576
USA M AGE_AGGREGATE_TOTAL Total 2019 M10 2906.437
USA M AGE_AGGREGATE_TOTAL LTB 2019 M10 0
USA M AGE_AGGREGATE_TOTAL BAS 2019 M10 102.994
USA M AGE_AGGREGATE_TOTAL INT 2019 M10 1982.003
USA M AGE_AGGREGATE_TOTAL ADV 2019 M10 821.441
USA M AGE_AGGREGATE_Y15-24 Total 2019 M10 935.484
USA M AGE_AGGREGATE_Y15-24 BAS 2019 M10 29.223
USA M AGE_AGGREGATE_Y15-24 INT 2019 M10 821.429
USA M AGE_AGGREGATE_Y15-24 ADV 2019 M10 84.832
USA M AGE_AGGREGATE_Y25-54 Total 2019 M10 1499.665
USA M AGE_AGGREGATE_Y25-54 LTB 2019 M10 0
USA M AGE_AGGREGATE_Y25-54 BAS 2019 M10 41.442
USA M AGE_AGGREGATE_Y25-54 INT 2019 M10 934.43
USA M AGE_AGGREGATE_Y25-54 ADV 2019 M10 523.793
USA M AGE_AGGREGATE_Y55-64 Total 2019 M10 330.468
USA M AGE_AGGREGATE_Y55-64 BAS 2019 M10 27.626
USA M AGE_AGGREGATE_Y55-64 INT 2019 M10 163.731
USA M AGE_AGGREGATE_Y55-64 ADV 2019 M10 139.111
USA M AGE_AGGREGATE_YGE65 Total 2019 M10 140.821
USA M AGE_AGGREGATE_YGE65 BAS 2019 M10 0
USA M AGE_AGGREGATE_YGE65 INT 2019 M10 62.413
USA M AGE_AGGREGATE_YGE65 ADV 2019 M10 73.705
USA F AGE_AGGREGATE_TOTAL Total 2019 M10 2603.152
USA F AGE_AGGREGATE_TOTAL LTB 2019 M10 0
USA F AGE_AGGREGATE_TOTAL BAS 2019 M10 113.921
USA F AGE_AGGREGATE_TOTAL INT 2019 M10 1569.353
USA F AGE_AGGREGATE_TOTAL ADV 2019 M10 912.822
USA F AGE_AGGREGATE_Y15-24 Total 2019 M10 644.943
USA F AGE_AGGREGATE_Y15-24 BAS 2019 M10 29.541
USA F AGE_AGGREGATE_Y15-24 INT 2019 M10 515.831
USA F AGE_AGGREGATE_Y15-24 ADV 2019 M10 99.571
USA F AGE_AGGREGATE_Y25-54 Total 2019 M10 1495.026
USA F AGE_AGGREGATE_Y25-54 LTB 2019 M10 0
USA F AGE_AGGREGATE_Y25-54 BAS 2019 M10 61.911
USA F AGE_AGGREGATE_Y25-54 INT 2019 M10 840.072
USA F AGE_AGGREGATE_Y25-54 ADV 2019 M10 585.987
USA F AGE_AGGREGATE_Y55-64 Total 2019 M10 327.538
USA F AGE_AGGREGATE_Y55-64 BAS 2019 M10 18.94
USA F AGE_AGGREGATE_Y55-64 INT 2019 M10 157.205
USA F AGE_AGGREGATE_Y55-64 ADV 2019 M10 151.393
USA F AGE_AGGREGATE_YGE65 Total 2019 M10 135.646
USA F AGE_AGGREGATE_YGE65 BAS 2019 M10 0
USA F AGE_AGGREGATE_YGE65 INT 2019 M10 56.246
USA F AGE_AGGREGATE_YGE65 ADV 2019 M10 75.871
USA T AGE_YTHADULT_YGE15 Total 2019 M10 5509.59
USA T AGE_YTHADULT_YGE15 LTB 2019 M10 0
USA T AGE_YTHADULT_YGE15 BAS 2019 M10 216.915
USA T AGE_YTHADULT_YGE15 INT 2019 M10 3551.356
USA T AGE_YTHADULT_YGE15 ADV 2019 M10 1734.263
USA T AGE_YTHADULT_Y15-64 Total 2019 M10 5233.122
USA T AGE_YTHADULT_Y15-64 BAS 2019 M10 208.683
USA T AGE_YTHADULT_Y15-64 INT 2019 M10 3432.696
USA T AGE_YTHADULT_Y15-64 ADV 2019 M10 1584.688
USA T AGE_YTHADULT_Y15-24 Total 2019 M10 1580.426
USA T AGE_YTHADULT_Y15-24 BAS 2019 M10 58.764
USA T AGE_YTHADULT_Y15-24 INT 2019 M10 1337.26
USA T AGE_YTHADULT_Y15-24 ADV 2019 M10 184.403
USA T AGE_YTHADULT_YGE25 Total 2019 M10 3929.163
USA T AGE_YTHADULT_YGE25 LTB 2019 M10 0
USA T AGE_YTHADULT_YGE25 BAS 2019 M10 158.151
USA T AGE_YTHADULT_YGE25 INT 2019 M10 2214.096
USA T AGE_YTHADULT_YGE25 ADV 2019 M10 1549.861
USA M AGE_YTHADULT_YGE15 Total 2019 M10 2906.437
USA M AGE_YTHADULT_YGE15 LTB 2019 M10 0
USA M AGE_YTHADULT_YGE15 BAS 2019 M10 102.994
USA M AGE_YTHADULT_YGE15 INT 2019 M10 1982.003
USA M AGE_YTHADULT_YGE15 ADV 2019 M10 821.441
USA M AGE_YTHADULT_Y15-64 Total 2019 M10 2765.616
USA M AGE_YTHADULT_Y15-64 BAS 2019 M10 98.29
USA M AGE_YTHADULT_Y15-64 INT 2019 M10 1919.589
USA M AGE_YTHADULT_Y15-64 ADV 2019 M10 747.736
USA M AGE_YTHADULT_Y15-24 Total 2019 M10 935.484
USA M AGE_YTHADULT_Y15-24 BAS 2019 M10 29.223
USA M AGE_YTHADULT_Y15-24 INT 2019 M10 821.429
USA M AGE_YTHADULT_Y15-24 ADV 2019 M10 84.832
USA M AGE_YTHADULT_YGE25 Total 2019 M10 1970.954
USA M AGE_YTHADULT_YGE25 LTB 2019 M10 0
USA M AGE_YTHADULT_YGE25 BAS 2019 M10 73.771
USA M AGE_YTHADULT_YGE25 INT 2019 M10 1160.574
USA M AGE_YTHADULT_YGE25 ADV 2019 M10 736.609
USA F AGE_YTHADULT_YGE15 Total 2019 M10 2603.152
USA F AGE_YTHADULT_YGE15 LTB 2019 M10 0
USA F AGE_YTHADULT_YGE15 BAS 2019 M10 113.921
USA F AGE_YTHADULT_YGE15 INT 2019 M10 1569.353
USA F AGE_YTHADULT_YGE15 ADV 2019 M10 912.822
USA F AGE_YTHADULT_Y15-64 Total 2019 M10 2467.506
USA F AGE_YTHADULT_Y15-64 BAS 2019 M10 110.392
USA F AGE_YTHADULT_Y15-64 INT 2019 M10 1513.107
USA F AGE_YTHADULT_Y15-64 ADV 2019 M10 836.951
USA F AGE_YTHADULT_Y15-24 Total 2019 M10 644.943
USA F AGE_YTHADULT_Y15-24 BAS 2019 M10 29.541
USA F AGE_YTHADULT_Y15-24 INT 2019 M10 515.831
USA F AGE_YTHADULT_Y15-24 ADV 2019 M10 99.571
USA F AGE_YTHADULT_YGE25 Total 2019 M10 1958.21
USA F AGE_YTHADULT_YGE25 LTB 2019 M10 0
USA F AGE_YTHADULT_YGE25 BAS 2019 M10 84.38
USA F AGE_YTHADULT_YGE25 INT 2019 M10 1053.523
USA F AGE_YTHADULT_YGE25 ADV 2019 M10 813.252
USA T AGE_AGGREGATE_TOTAL Total 2019 M11 5440.894
USA T AGE_AGGREGATE_TOTAL LTB 2019 M11 20.289
USA T AGE_AGGREGATE_TOTAL BAS 2019 M11 226.414
USA T AGE_AGGREGATE_TOTAL INT 2019 M11 3549.537
USA T AGE_AGGREGATE_TOTAL ADV 2019 M11 1644.653
USA T AGE_AGGREGATE_Y15-24 Total 2019 M11 1539.491
USA T AGE_AGGREGATE_Y15-24 BAS 2019 M11 46.468
USA T AGE_AGGREGATE_Y15-24 INT 2019 M11 1337.616
USA T AGE_AGGREGATE_Y15-24 ADV 2019 M11 155.407
USA T AGE_AGGREGATE_Y25-54 Total 2019 M11 2931.389
USA T AGE_AGGREGATE_Y25-54 LTB 2019 M11 0
USA T AGE_AGGREGATE_Y25-54 BAS 2019 M11 134.138
USA T AGE_AGGREGATE_Y25-54 INT 2019 M11 1726.615
USA T AGE_AGGREGATE_Y25-54 ADV 2019 M11 1057.517
USA T AGE_AGGREGATE_Y55-64 Total 2019 M11 657.362
USA T AGE_AGGREGATE_Y55-64 LTB 2019 M11 0
USA T AGE_AGGREGATE_Y55-64 BAS 2019 M11 30.336
USA T AGE_AGGREGATE_Y55-64 INT 2019 M11 357.454
USA T AGE_AGGREGATE_Y55-64 ADV 2019 M11 262.402
USA T AGE_AGGREGATE_YGE65 Total 2019 M11 312.652
USA T AGE_AGGREGATE_YGE65 BAS 2019 M11 15.473
USA T AGE_AGGREGATE_YGE65 INT 2019 M11 127.852
USA T AGE_AGGREGATE_YGE65 ADV 2019 M11 169.327
USA M AGE_AGGREGATE_TOTAL Total 2019 M11 2890.492
USA M AGE_AGGREGATE_TOTAL LTB 2019 M11 0
USA M AGE_AGGREGATE_TOTAL BAS 2019 M11 118.816
USA M AGE_AGGREGATE_TOTAL INT 2019 M11 1957.81
USA M AGE_AGGREGATE_TOTAL ADV 2019 M11 806.695
USA M AGE_AGGREGATE_Y15-24 Total 2019 M11 880.159
USA M AGE_AGGREGATE_Y15-24 BAS 2019 M11 25.756
USA M AGE_AGGREGATE_Y15-24 INT 2019 M11 782.547
USA M AGE_AGGREGATE_Y15-24 ADV 2019 M11 71.856
USA M AGE_AGGREGATE_Y25-54 Total 2019 M11 1469.369
USA M AGE_AGGREGATE_Y25-54 LTB 2019 M11 0
USA M AGE_AGGREGATE_Y25-54 BAS 2019 M11 69.541
USA M AGE_AGGREGATE_Y25-54 INT 2019 M11 906.292
USA M AGE_AGGREGATE_Y25-54 ADV 2019 M11 493.537
