Country Sex Age Education Year Month "Value in thousands"
USA T AGE_AGGREGATE_TOTAL ADV 2018 M10 1747.13
USA T AGE_AGGREGATE_Y15-24 Total 2018 M10 1651.167
USA T AGE_AGGREGATE_Y15-24 BAS 2018 M10 61.233
USA T AGE_AGGREGATE_Y15-24 INT 2018 M10 1349.524
USA T AGE_AGGREGATE_Y15-24 ADV 2018 M10 240.411
USA T AGE_AGGREGATE_Y25-54 Total 2018 M10 3122.935
USA T AGE_AGGREGATE_Y25-54 LTB 2018 M10 0
USA T AGE_AGGREGATE_Y25-54 BAS 2018 M10 189.671
USA T AGE_AGGREGATE_Y25-54 INT 2018 M10 1829.459
USA T AGE_AGGREGATE_Y25-54 ADV 2018 M10 1103.429
USA T AGE_AGGREGATE_Y55-64 Total 2018 M10 694.162
USA T AGE_AGGREGATE_Y55-64 LTB 2018 M10 0
USA T AGE_AGGREGATE_Y55-64 BAS 2018 M10 31.524
USA T AGE_AGGREGATE_Y55-64 INT 2018 M10 401.822
USA T AGE_AGGREGATE_Y55-64 ADV 2018 M10 256.863
USA T AGE_AGGREGATE_YGE65 Total 2018 M10 302.271
USA T AGE_AGGREGATE_YGE65 BAS 2018 M10 0
USA T AGE_AGGREGATE_YGE65 INT 2018 M10 142.951
USA T AGE_AGGREGATE_YGE65 ADV 2018 M10 146.428
USA M AGE_AGGREGATE_TOTAL Total 2018 M10 3028.506
USA M AGE_AGGREGATE_TOTAL LTB 2018 M10 0
USA M AGE_AGGREGATE_TOTAL BAS 2018 M10 139.381
USA M AGE_AGGREGATE_TOTAL INT 2018 M10 2040.996
USA M AGE_AGGREGATE_TOTAL ADV 2018 M10 844.176
USA M AGE_AGGREGATE_Y15-24 Total 2018 M10 881.842
USA M AGE_AGGREGATE_Y15-24 BAS 2018 M10 29.569
USA M AGE_AGGREGATE_Y15-24 INT 2018 M10 743.635
USA M AGE_AGGREGATE_Y15-24 ADV 2018 M10 108.639
USA M AGE_AGGREGATE_Y25-54 Total 2018 M10 1646.103
USA M AGE_AGGREGATE_Y25-54 LTB 2018 M10 0
USA M AGE_AGGREGATE_Y25-54 BAS 2018 M10 87.195
USA M AGE_AGGREGATE_Y25-54 INT 2018 M10 1010.631
USA M AGE_AGGREGATE_Y25-54 ADV 2018 M10 548.277
USA M AGE_AGGREGATE_Y55-64 Total 2018 M10 361.849
USA M AGE_AGGREGATE_Y55-64 LTB 2018 M10 0
USA M AGE_AGGREGATE_Y55-64 BAS 2018 M10 0
USA M AGE_AGGREGATE_Y55-64 INT 2018 M10 216.996
USA M AGE_AGGREGATE_Y55-64 ADV 2018 M10 126.773
USA M AGE_AGGREGATE_YGE65 Total 2018 M10 138.712
USA M AGE_AGGREGATE_YGE65 BAS 2018 M10 0
USA M AGE_AGGREGATE_YGE65 INT 2018 M10 69.735
USA M AGE_AGGREGATE_YGE65 ADV 2018 M10 60.487
USA F AGE_AGGREGATE_TOTAL Total 2018 M10 2742.029
USA F AGE_AGGREGATE_TOTAL LTB 2018 M10 0
USA F AGE_AGGREGATE_TOTAL BAS 2018 M10 155.938
USA F AGE_AGGREGATE_TOTAL INT 2018 M10 1682.76
USA F AGE_AGGREGATE_TOTAL ADV 2018 M10 902.954
USA F AGE_AGGREGATE_Y15-24 Total 2018 M10 769.325
USA F AGE_AGGREGATE_Y15-24 BAS 2018 M10 31.664
USA F AGE_AGGREGATE_Y15-24 INT 2018 M10 605.889
USA F AGE_AGGREGATE_Y15-24 ADV 2018 M10 131.772
USA F AGE_AGGREGATE_Y25-54 Total 2018 M10 1476.832
USA F AGE_AGGREGATE_Y25-54 LTB 2018 M10 0
USA F AGE_AGGREGATE_Y25-54 BAS 2018 M10 102.476
USA F AGE_AGGREGATE_Y25-54 INT 2018 M10 818.829
USA F AGE_AGGREGATE_Y25-54 ADV 2018 M10 555.152
USA F AGE_AGGREGATE_Y55-64 Total 2018 M10 332.313
USA F AGE_AGGREGATE_Y55-64 LTB 2018 M10 0
USA F AGE_AGGREGATE_Y55-64 BAS 2018 M10 17.397
USA F AGE_AGGREGATE_Y55-64 INT 2018 M10 184.826
USA F AGE_AGGREGATE_Y55-64 ADV 2018 M10 130.09
USA F AGE_AGGREGATE_YGE65 Total 2018 M10 163.559
USA F AGE_AGGREGATE_YGE65 BAS 2018 M10 0
USA F AGE_AGGREGATE_YGE65 INT 2018 M10 73.216
USA F AGE_AGGREGATE_YGE65 ADV 2018 M10 85.941
USA T AGE_YTHADULT_YGE15 Total 2018 M10 5770.535
USA T AGE_YTHADULT_YGE15 LTB 2018 M10 0
USA T AGE_YTHADULT_YGE15 BAS 2018 M10 295.319
USA T AGE_YTHADULT_YGE15 INT 2018 M10 3723.757
USA T AGE_YTHADULT_YGE15 ADV 2018 M10 1747.13
USA T AGE_YTHADULT_Y15-64 Total 2018 M10 5468.264
USA T AGE_YTHADULT_Y15-64 BAS 2018 M10 282.428
USA T AGE_YTHADULT_Y15-64 INT 2018 M10 3580.805
USA T AGE_YTHADULT_Y15-64 ADV 2018 M10 1600.702
USA T AGE_YTHADULT_Y15-24 Total 2018 M10 1651.167
USA T AGE_YTHADULT_Y15-24 BAS 2018 M10 61.233
USA T AGE_YTHADULT_Y15-24 INT 2018 M10 1349.524
USA T AGE_YTHADULT_Y15-24 ADV 2018 M10 240.411
USA T AGE_YTHADULT_YGE25 Total 2018 M10 4119.368
USA T AGE_YTHADULT_YGE25 LTB 2018 M10 0
USA T AGE_YTHADULT_YGE25 BAS 2018 M10 234.087
USA T AGE_YTHADULT_YGE25 INT 2018 M10 2374.233
USA T AGE_YTHADULT_YGE25 ADV 2018 M10 1506.719
USA M AGE_YTHADULT_YGE15 Total 2018 M10 3028.506
USA M AGE_YTHADULT_YGE15 LTB 2018 M10 0
USA M AGE_YTHADULT_YGE15 BAS 2018 M10 139.381
USA M AGE_YTHADULT_YGE15 INT 2018 M10 2040.996
USA M AGE_YTHADULT_YGE15 ADV 2018 M10 844.176
USA M AGE_YTHADULT_Y15-64 Total 2018 M10 2889.795
USA M AGE_YTHADULT_Y15-64 BAS 2018 M10 130.892
USA M AGE_YTHADULT_Y15-64 INT 2018 M10 1971.261
USA M AGE_YTHADULT_Y15-64 ADV 2018 M10 783.689
USA M AGE_YTHADULT_Y15-24 Total 2018 M10 881.842
USA M AGE_YTHADULT_Y15-24 BAS 2018 M10 29.569
USA M AGE_YTHADULT_Y15-24 INT 2018 M10 743.635
USA M AGE_YTHADULT_Y15-24 ADV 2018 M10 108.639
USA M AGE_YTHADULT_YGE25 Total 2018 M10 2146.664
USA M AGE_YTHADULT_YGE25 LTB 2018 M10 0
USA M AGE_YTHADULT_YGE25 BAS 2018 M10 109.812
USA M AGE_YTHADULT_YGE25 INT 2018 M10 1297.362
USA M AGE_YTHADULT_YGE25 ADV 2018 M10 735.537
USA F AGE_YTHADULT_YGE15 Total 2018 M10 2742.029
USA F AGE_YTHADULT_YGE15 LTB 2018 M10 0
USA F AGE_YTHADULT_YGE15 BAS 2018 M10 155.938
USA F AGE_YTHADULT_YGE15 INT 2018 M10 1682.76
USA F AGE_YTHADULT_YGE15 ADV 2018 M10 902.954
USA F AGE_YTHADULT_Y15-64 Total 2018 M10 2578.47
USA F AGE_YTHADULT_Y15-64 BAS 2018 M10 151.536
USA F AGE_YTHADULT_Y15-64 INT 2018 M10 1609.544
USA F AGE_YTHADULT_Y15-64 ADV 2018 M10 817.014
USA F AGE_YTHADULT_Y15-24 Total 2018 M10 769.325
USA F AGE_YTHADULT_Y15-24 BAS 2018 M10 31.664
USA F AGE_YTHADULT_Y15-24 INT 2018 M10 605.889
USA F AGE_YTHADULT_Y15-24 ADV 2018 M10 131.772
USA F AGE_YTHADULT_YGE25 Total 2018 M10 1972.704
USA F AGE_YTHADULT_YGE25 LTB 2018 M10 0
USA F AGE_YTHADULT_YGE25 BAS 2018 M10 124.275
USA F AGE_YTHADULT_YGE25 INT 2018 M10 1076.871
USA F AGE_YTHADULT_YGE25 ADV 2018 M10 771.182
USA T AGE_AGGREGATE_TOTAL Total 2018 M11 5650.066
USA T AGE_AGGREGATE_TOTAL LTB 2018 M11 0
USA T AGE_AGGREGATE_TOTAL BAS 2018 M11 306.256
USA T AGE_AGGREGATE_TOTAL INT 2018 M11 3535.679
USA T AGE_AGGREGATE_TOTAL ADV 2018 M11 1798.595
USA T AGE_AGGREGATE_Y15-24 Total 2018 M11 1561.813
USA T AGE_AGGREGATE_Y15-24 BAS 2018 M11 79.455
USA T AGE_AGGREGATE_Y15-24 INT 2018 M11 1302.592
USA T AGE_AGGREGATE_Y15-24 ADV 2018 M11 179.767
USA T AGE_AGGREGATE_Y25-54 Total 2018 M11 3039.684
USA T AGE_AGGREGATE_Y25-54 LTB 2018 M11 0
USA T AGE_AGGREGATE_Y25-54 BAS 2018 M11 174.742
USA T AGE_AGGREGATE_Y25-54 INT 2018 M11 1701.314
USA T AGE_AGGREGATE_Y25-54 ADV 2018 M11 1158.835
USA T AGE_AGGREGATE_Y55-64 Total 2018 M11 744.52
USA T AGE_AGGREGATE_Y55-64 BAS 2018 M11 46.683
USA T AGE_AGGREGATE_Y55-64 INT 2018 M11 373.155
USA T AGE_AGGREGATE_Y55-64 ADV 2018 M11 324.682
USA T AGE_AGGREGATE_YGE65 Total 2018 M11 304.049
USA T AGE_AGGREGATE_YGE65 LTB 2018 M11 0
USA T AGE_AGGREGATE_YGE65 BAS 2018 M11 0
USA T AGE_AGGREGATE_YGE65 INT 2018 M11 158.618
USA T AGE_AGGREGATE_YGE65 ADV 2018 M11 135.311
USA M AGE_AGGREGATE_TOTAL Total 2018 M11 2940.73
USA M AGE_AGGREGATE_TOTAL LTB 2018 M11 0
USA M AGE_AGGREGATE_TOTAL BAS 2018 M11 150.405
USA M AGE_AGGREGATE_TOTAL INT 2018 M11 1941.919
USA M AGE_AGGREGATE_TOTAL ADV 2018 M11 843.664
USA M AGE_AGGREGATE_Y15-24 Total 2018 M11 843.739
USA M AGE_AGGREGATE_Y15-24 BAS 2018 M11 30.562
USA M AGE_AGGREGATE_Y15-24 INT 2018 M11 736.368
USA M AGE_AGGREGATE_Y15-24 ADV 2018 M11 76.809
USA M AGE_AGGREGATE_Y25-54 Total 2018 M11 1511.29
USA M AGE_AGGREGATE_Y25-54 LTB 2018 M11 0
USA M AGE_AGGREGATE_Y25-54 BAS 2018 M11 95.068
USA M AGE_AGGREGATE_Y25-54 INT 2018 M11 903.144
USA M AGE_AGGREGATE_Y25-54 ADV 2018 M11 513.078
USA M AGE_AGGREGATE_Y55-64 Total 2018 M11 422.965
USA M AGE_AGGREGATE_Y55-64 BAS 2018 M11 19.872
USA M AGE_AGGREGATE_Y55-64 INT 2018 M11 214.518
USA M AGE_AGGREGATE_Y55-64 ADV 2018 M11 188.575
USA M AGE_AGGREGATE_YGE65 Total 2018 M11 162.736
USA M AGE_AGGREGATE_YGE65 LTB 2018 M11 0
USA M AGE_AGGREGATE_YGE65 BAS 2018 M11 0
USA M AGE_AGGREGATE_YGE65 INT 2018 M11 87.888
USA M AGE_AGGREGATE_YGE65 ADV 2018 M11 65.201
USA F AGE_AGGREGATE_TOTAL Total 2018 M11 2709.336
USA F AGE_AGGREGATE_TOTAL LTB 2018 M11 0
USA F AGE_AGGREGATE_TOTAL BAS 2018 M11 155.852
USA F AGE_AGGREGATE_TOTAL INT 2018 M11 1593.76
USA F AGE_AGGREGATE_TOTAL ADV 2018 M11 954.931
USA F AGE_AGGREGATE_Y15-24 Total 2018 M11 718.074
USA F AGE_AGGREGATE_Y15-24 BAS 2018 M11 48.893
USA F AGE_AGGREGATE_Y15-24 INT 2018 M11 566.223
USA F AGE_AGGREGATE_Y15-24 ADV 2018 M11 102.958
USA F AGE_AGGREGATE_Y25-54 Total 2018 M11 1528.394
USA F AGE_AGGREGATE_Y25-54 LTB 2018 M11 0
USA F AGE_AGGREGATE_Y25-54 BAS 2018 M11 79.674
USA F AGE_AGGREGATE_Y25-54 INT 2018 M11 798.17
USA F AGE_AGGREGATE_Y25-54 ADV 2018 M11 645.757
USA F AGE_AGGREGATE_Y55-64 Total 2018 M11 321.555
USA F AGE_AGGREGATE_Y55-64 BAS 2018 M11 26.811
USA F AGE_AGGREGATE_Y55-64 INT 2018 M11 158.637
USA F AGE_AGGREGATE_Y55-64 ADV 2018 M11 136.106
USA F AGE_AGGREGATE_YGE65 Total 2018 M11 141.313
USA F AGE_AGGREGATE_YGE65 LTB 2018 M11 0
USA F AGE_AGGREGATE_YGE65 BAS 2018 M11 0
USA F AGE_AGGREGATE_YGE65 INT 2018 M11 70.73
USA F AGE_AGGREGATE_YGE65 ADV 2018 M11 70.11
USA T AGE_YTHADULT_YGE15 Total 2018 M11 5650.066
USA T AGE_YTHADULT_YGE15 LTB 2018 M11 0
USA T AGE_YTHADULT_YGE15 BAS 2018 M11 306.256
USA T AGE_YTHADULT_YGE15 INT 2018 M11 3535.679
USA T AGE_YTHADULT_YGE15 ADV 2018 M11 1798.595
USA T AGE_YTHADULT_Y15-64 Total 2018 M11 5346.017
USA T AGE_YTHADULT_Y15-64 BAS 2018 M11 300.88
USA T AGE_YTHADULT_Y15-64 INT 2018 M11 3377.061
USA T AGE_YTHADULT_Y15-64 ADV 2018 M11 1663.284
USA T AGE_YTHADULT_Y15-24 Total 2018 M11 1561.813
USA T AGE_YTHADULT_Y15-24 BAS 2018 M11 79.455
USA T AGE_YTHADULT_Y15-24 INT 2018 M11 1302.592
USA T AGE_YTHADULT_Y15-24 ADV 2018 M11 179.767
USA T AGE_YTHADULT_YGE25 Total 2018 M11 4088.253
USA T AGE_YTHADULT_YGE25 LTB 2018 M11 0
USA T AGE_YTHADULT_YGE25 BAS 2018 M11 226.802
USA T AGE_YTHADULT_YGE25 INT 2018 M11 2233.087
USA T AGE_YTHADULT_YGE25 ADV 2018 M11 1618.828
USA M AGE_YTHADULT_YGE15 Total 2018 M11 2940.73
USA M AGE_YTHADULT_YGE15 LTB 2018 M11 0
USA M AGE_YTHADULT_YGE15 BAS 2018 M11 150.405
USA M AGE_YTHADULT_YGE15 INT 2018 M11 1941.919
USA M AGE_YTHADULT_YGE15 ADV 2018 M11 843.664
USA M AGE_YTHADULT_Y15-64 Total 2018 M11 2777.994
USA M AGE_YTHADULT_Y15-64 BAS 2018 M11 145.502
USA M AGE_YTHADULT_Y15-64 INT 2018 M11 1854.03
USA M AGE_YTHADULT_Y15-64 ADV 2018 M11 778.462
USA M AGE_YTHADULT_Y15-24 Total 2018 M11 843.739
USA M AGE_YTHADULT_Y15-24 BAS 2018 M11 30.562
USA M AGE_YTHADULT_Y15-24 INT 2018 M11 736.368
USA M AGE_YTHADULT_Y15-24 ADV 2018 M11 76.809
USA M AGE_YTHADULT_YGE25 Total 2018 M11 2096.991
USA M AGE_YTHADULT_YGE25 LTB 2018 M11 0
USA M AGE_YTHADULT_YGE25 BAS 2018 M11 119.843
USA M AGE_YTHADULT_YGE25 INT 2018 M11 1205.55
USA M AGE_YTHADULT_YGE25 ADV 2018 M11 766.855
USA F AGE_YTHADULT_YGE15 Total 2018 M11 2709.336
USA F AGE_YTHADULT_YGE15 LTB 2018 M11 0
USA F AGE_YTHADULT_YGE15 BAS 2018 M11 155.852
USA F AGE_YTHADULT_YGE15 INT 2018 M11 1593.76
USA F AGE_YTHADULT_YGE15 ADV 2018 M11 954.931
USA F AGE_YTHADULT_Y15-64 Total 2018 M11 2568.023
USA F AGE_YTHADULT_Y15-64 BAS 2018 M11 155.378
USA F AGE_YTHADULT_Y15-64 INT 2018 M11 1523.03
USA F AGE_YTHADULT_Y15-64 ADV 2018 M11 884.822
USA F AGE_YTHADULT_Y15-24 Total 2018 M11 718.074
USA F AGE_YTHADULT_Y15-24 BAS 2018 M11 48.893
USA F AGE_YTHADULT_Y15-24 INT 2018 M11 566.223
USA F AGE_YTHADULT_Y15-24 ADV 2018 M11 102.958
USA F AGE_YTHADULT_YGE25 Total 2018 M11 1991.262
USA F AGE_YTHADULT_YGE25 LTB 2018 M11 0
USA F AGE_YTHADULT_YGE25 BAS 2018 M11 106.959
USA F AGE_YTHADULT_YGE25 INT 2018 M11 1027.537
USA F AGE_YTHADULT_YGE25 ADV 2018 M11 851.974
USA T AGE_AGGREGATE_TOTAL Total 2018 M12 6029.492
USA T AGE_AGGREGATE_TOTAL LTB 2018 M12 0
USA T AGE_AGGREGATE_TOTAL BAS 2018 M12 333.025
USA T AGE_AGGREGATE_TOTAL INT 2018 M12 3890.243
USA T AGE_AGGREGATE_TOTAL ADV 2018 M12 1802.088
USA T AGE_AGGREGATE_Y15-24 Total 2018 M12 1625.947
USA T AGE_AGGREGATE_Y15-24 LTB 2018 M12 0
USA T AGE_AGGREGATE_Y15-24 BAS 2018 M12 76.547
USA T AGE_AGGREGATE_Y15-24 INT 2018 M12 1356.806
USA T AGE_AGGREGATE_Y15-24 ADV 2018 M12 192.23
USA T AGE_AGGREGATE_Y25-54 Total 2018 M12 3345.665
USA T AGE_AGGREGATE_Y25-54 LTB 2018 M12 0
USA T AGE_AGGREGATE_Y25-54 BAS 2018 M12 199.442
USA T AGE_AGGREGATE_Y25-54 INT 2018 M12 2022.528
USA T AGE_AGGREGATE_Y25-54 ADV 2018 M12 1119.923
USA T AGE_AGGREGATE_Y55-64 Total 2018 M12 773.737
USA T AGE_AGGREGATE_Y55-64 BAS 2018 M12 51.217
USA T AGE_AGGREGATE_Y55-64 INT 2018 M12 375.618
USA T AGE_AGGREGATE_Y55-64 ADV 2018 M12 346.903
USA T AGE_AGGREGATE_YGE65 Total 2018 M12 284.144
USA T AGE_AGGREGATE_YGE65 BAS 2018 M12 0
USA T AGE_AGGREGATE_YGE65 INT 2018 M12 135.291
USA T AGE_AGGREGATE_YGE65 ADV 2018 M12 143.032
USA M AGE_AGGREGATE_TOTAL Total 2018 M12 3417.026
USA M AGE_AGGREGATE_TOTAL LTB 2018 M12 0
USA M AGE_AGGREGATE_TOTAL BAS 2018 M12 217.746
USA M AGE_AGGREGATE_TOTAL INT 2018 M12 2206.594
USA M AGE_AGGREGATE_TOTAL ADV 2018 M12 992.322
USA M AGE_AGGREGATE_Y15-24 Total 2018 M12 929.005
USA M AGE_AGGREGATE_Y15-24 LTB 2018 M12 0
USA M AGE_AGGREGATE_Y15-24 BAS 2018 M12 55.781
USA M AGE_AGGREGATE_Y15-24 INT 2018 M12 768.875
USA M AGE_AGGREGATE_Y15-24 ADV 2018 M12 103.985
USA M AGE_AGGREGATE_Y25-54 Total 2018 M12 1861.996
USA M AGE_AGGREGATE_Y25-54 LTB 2018 M12 0
USA M AGE_AGGREGATE_Y25-54 BAS 2018 M12 124.486
USA M AGE_AGGREGATE_Y25-54 INT 2018 M12 1142.261
USA M AGE_AGGREGATE_Y25-54 ADV 2018 M12 595.249
USA M AGE_AGGREGATE_Y55-64 Total 2018 M12 477.746
USA M AGE_AGGREGATE_Y55-64 BAS 2018 M12 32.646
USA M AGE_AGGREGATE_Y55-64 INT 2018 M12 226.002
USA M AGE_AGGREGATE_Y55-64 ADV 2018 M12 219.098
USA M AGE_AGGREGATE_YGE65 Total 2018 M12 148.279
USA M AGE_AGGREGATE_YGE65 BAS 2018 M12 0
USA M AGE_AGGREGATE_YGE65 INT 2018 M12 69.456
USA M AGE_AGGREGATE_YGE65 ADV 2018 M12 73.991
USA F AGE_AGGREGATE_TOTAL Total 2018 M12 2612.466
USA F AGE_AGGREGATE_TOTAL LTB 2018 M12 0
USA F AGE_AGGREGATE_TOTAL BAS 2018 M12 115.279
USA F AGE_AGGREGATE_TOTAL INT 2018 M12 1683.649
USA F AGE_AGGREGATE_TOTAL ADV 2018 M12 809.765
USA F AGE_AGGREGATE_Y15-24 Total 2018 M12 696.942
USA F AGE_AGGREGATE_Y15-24 LTB 2018 M12 0
USA F AGE_AGGREGATE_Y15-24 BAS 2018 M12 20.766
USA F AGE_AGGREGATE_Y15-24 INT 2018 M12 587.931
USA F AGE_AGGREGATE_Y15-24 ADV 2018 M12 88.246
USA F AGE_AGGREGATE_Y25-54 Total 2018 M12 1483.668
USA F AGE_AGGREGATE_Y25-54 LTB 2018 M12 0
USA F AGE_AGGREGATE_Y25-54 BAS 2018 M12 74.955
USA F AGE_AGGREGATE_Y25-54 INT 2018 M12 880.267
USA F AGE_AGGREGATE_Y25-54 ADV 2018 M12 524.673
USA F AGE_AGGREGATE_Y55-64 Total 2018 M12 295.991
USA F AGE_AGGREGATE_Y55-64 BAS 2018 M12 18.571
USA F AGE_AGGREGATE_Y55-64 INT 2018 M12 149.616
USA F AGE_AGGREGATE_Y55-64 ADV 2018 M12 127.805
USA F AGE_AGGREGATE_YGE65 Total 2018 M12 135.865
USA F AGE_AGGREGATE_YGE65 BAS 2018 M12 0
USA F AGE_AGGREGATE_YGE65 INT 2018 M12 65.835
USA F AGE_AGGREGATE_YGE65 ADV 2018 M12 69.042
USA T AGE_YTHADULT_YGE15 Total 2018 M12 6029.492
USA T AGE_YTHADULT_YGE15 LTB 2018 M12 0
USA T AGE_YTHADULT_YGE15 BAS 2018 M12 333.025
USA T AGE_YTHADULT_YGE15 INT 2018 M12 3890.243
USA T AGE_YTHADULT_YGE15 ADV 2018 M12 1802.088
USA T AGE_YTHADULT_Y15-64 Total 2018 M12 5745.349
USA T AGE_YTHADULT_Y15-64 BAS 2018 M12 327.205
USA T AGE_YTHADULT_Y15-64 INT 2018 M12 3754.951
USA T AGE_YTHADULT_Y15-64 ADV 2018 M12 1659.056
USA T AGE_YTHADULT_Y15-24 Total 2018 M12 1625.947
USA T AGE_YTHADULT_Y15-24 LTB 2018 M12 0
USA T AGE_YTHADULT_Y15-24 BAS 2018 M12 76.547
USA T AGE_YTHADULT_Y15-24 INT 2018 M12 1356.806
USA T AGE_YTHADULT_Y15-24 ADV 2018 M12 192.23
USA T AGE_YTHADULT_YGE25 Total 2018 M12 4403.545
USA T AGE_YTHADULT_YGE25 LTB 2018 M12 0
USA T AGE_YTHADULT_YGE25 BAS 2018 M12 256.478
USA T AGE_YTHADULT_YGE25 INT 2018 M12 2533.437
USA T AGE_YTHADULT_YGE25 ADV 2018 M12 1609.857
USA M AGE_YTHADULT_YGE15 Total 2018 M12 3417.026
USA M AGE_YTHADULT_YGE15 LTB 2018 M12 0
USA M AGE_YTHADULT_YGE15 BAS 2018 M12 217.746
USA M AGE_YTHADULT_YGE15 INT 2018 M12 2206.594
USA M AGE_YTHADULT_YGE15 ADV 2018 M12 992.322
USA M AGE_YTHADULT_Y15-64 Total 2018 M12 3268.747
USA M AGE_YTHADULT_Y15-64 BAS 2018 M12 212.914
USA M AGE_YTHADULT_Y15-64 INT 2018 M12 2137.138
USA M AGE_YTHADULT_Y15-64 ADV 2018 M12 918.332
USA M AGE_YTHADULT_Y15-24 Total 2018 M12 929.005
USA M AGE_YTHADULT_Y15-24 LTB 2018 M12 0
USA M AGE_YTHADULT_Y15-24 BAS 2018 M12 55.781
USA M AGE_YTHADULT_Y15-24 INT 2018 M12 768.875
USA M AGE_YTHADULT_Y15-24 ADV 2018 M12 103.985
USA M AGE_YTHADULT_YGE25 Total 2018 M12 2488.021
USA M AGE_YTHADULT_YGE25 LTB 2018 M12 0
USA M AGE_YTHADULT_YGE25 BAS 2018 M12 161.965
USA M AGE_YTHADULT_YGE25 INT 2018 M12 1437.719
USA M AGE_YTHADULT_YGE25 ADV 2018 M12 888.338
USA F AGE_YTHADULT_YGE15 Total 2018 M12 2612.466
USA F AGE_YTHADULT_YGE15 LTB 2018 M12 0
USA F AGE_YTHADULT_YGE15 BAS 2018 M12 115.279
USA F AGE_YTHADULT_YGE15 INT 2018 M12 1683.649
USA F AGE_YTHADULT_YGE15 ADV 2018 M12 809.765
USA F AGE_YTHADULT_Y15-64 Total 2018 M12 2476.602
USA F AGE_YTHADULT_Y15-64 BAS 2018 M12 114.291
USA F AGE_YTHADULT_Y15-64 INT 2018 M12 1617.814
USA F AGE_YTHADULT_Y15-64 ADV 2018 M12 740.724
USA F AGE_YTHADULT_Y15-24 Total 2018 M12 696.942
USA F AGE_YTHADULT_Y15-24 LTB 2018 M12 0
USA F AGE_YTHADULT_Y15-24 BAS 2018 M12 20.766
USA F AGE_YTHADULT_Y15-24 INT 2018 M12 587.931
USA F AGE_YTHADULT_Y15-24 ADV 2018 M12 88.246
USA F AGE_YTHADULT_YGE25 Total 2018 M12 1915.524
USA F AGE_YTHADULT_YGE25 LTB 2018 M12 0
USA F AGE_YTHADULT_YGE25 BAS 2018 M12 94.514
USA F AGE_YTHADULT_YGE25 INT 2018 M12 1095.718
USA F AGE_YTHADULT_YGE25 ADV 2018 M12 721.52
USA T AGE_AGGREGATE_TOTAL Total 2019 M01 7140.315
USA T AGE_AGGREGATE_TOTAL LTB 2019 M01 16.935
USA T AGE_AGGREGATE_TOTAL BAS 2019 M01 422.045
USA T AGE_AGGREGATE_TOTAL INT 2019 M01 4547.833
USA T AGE_AGGREGATE_TOTAL ADV 2019 M01 2153.503
USA T AGE_AGGREGATE_Y15-24 Total 2019 M01 2026.529
USA T AGE_AGGREGATE_Y15-24 LTB 2019 M01 0
USA T AGE_AGGREGATE_Y15-24 BAS 2019 M01 93.106
USA T AGE_AGGREGATE_Y15-24 INT 2019 M01 1719.796
USA T AGE_AGGREGATE_Y15-24 ADV 2019 M01 210.934
USA T AGE_AGGREGATE_Y25-54 Total 2019 M01 3793.71
USA T AGE_AGGREGATE_Y25-54 LTB 2019 M01 0
USA T AGE_AGGREGATE_Y25-54 BAS 2019 M01 252.817
USA T AGE_AGGREGATE_Y25-54 INT 2019 M01 2191.388
USA T AGE_AGGREGATE_Y25-54 ADV 2019 M01 1335.263
USA T AGE_AGGREGATE_Y55-64 Total 2019 M01 894.586
USA T AGE_AGGREGATE_Y55-64 BAS 2019 M01 65.289
USA T AGE_AGGREGATE_Y55-64 INT 2019 M01 429.642
USA T AGE_AGGREGATE_Y55-64 ADV 2019 M01 399.655
USA T AGE_AGGREGATE_YGE65 Total 2019 M01 425.49
USA T AGE_AGGREGATE_YGE65 BAS 2019 M01 0
USA T AGE_AGGREGATE_YGE65 INT 2019 M01 207.007
USA T AGE_AGGREGATE_YGE65 ADV 2019 M01 207.651
USA M AGE_AGGREGATE_TOTAL Total 2019 M01 4031.191
USA M AGE_AGGREGATE_TOTAL LTB 2019 M01 0
USA M AGE_AGGREGATE_TOTAL BAS 2019 M01 277.821
USA M AGE_AGGREGATE_TOTAL INT 2019 M01 2625.392
USA M AGE_AGGREGATE_TOTAL ADV 2019 M01 1117.274
USA M AGE_AGGREGATE_Y15-24 Total 2019 M01 1150.639
USA M AGE_AGGREGATE_Y15-24 LTB 2019 M01 0
USA M AGE_AGGREGATE_Y15-24 BAS 2019 M01 55.741
USA M AGE_AGGREGATE_Y15-24 INT 2019 M01 969.025
USA M AGE_AGGREGATE_Y15-24 ADV 2019 M01 125.873
USA M AGE_AGGREGATE_Y25-54 Total 2019 M01 2127.631
USA M AGE_AGGREGATE_Y25-54 LTB 2019 M01 0
USA M AGE_AGGREGATE_Y25-54 BAS 2019 M01 168.8
USA M AGE_AGGREGATE_Y25-54 INT 2019 M01 1292.019
USA M AGE_AGGREGATE_Y25-54 ADV 2019 M01 656.109
USA M AGE_AGGREGATE_Y55-64 Total 2019 M01 534.489
USA M AGE_AGGREGATE_Y55-64 BAS 2019 M01 46.102
USA M AGE_AGGREGATE_Y55-64 INT 2019 M01 270.567
USA M AGE_AGGREGATE_Y55-64 ADV 2019 M01 217.819
USA M AGE_AGGREGATE_YGE65 Total 2019 M01 218.432
USA M AGE_AGGREGATE_YGE65 BAS 2019 M01 0
USA M AGE_AGGREGATE_YGE65 INT 2019 M01 93.781
USA M AGE_AGGREGATE_YGE65 ADV 2019 M01 117.473
