Date,Open,High,Low,Close,Adj Close,Volume
1/2/20,32133.1504,32465.4492,32121.4004,32443.8496,32443.8496,253600
1/3/20,32326.9492,32329.8008,31960.4004,32069.25,32069.25,217600
1/6/20,31910.4492,31914.4492,31170.5508,31237.1504,31237.1504,256200
1/7/20,31598.0508,31851.4492,31200.9004,31399.4004,31399.4004,294400
1/8/20,30995.5,31451.8496,30899.5508,31373.6504,31373.6504,304500
1/9/20,31748.25,32172.6992,31667.1504,32092.4004,32092.4004,308000
1/10/20,32215.6992,32347.1992,31953.4004,32097.4004,32097.4004,444700
1/13/20,32139.0996,32322.6504,32074.0508,32177.6504,32177.6504,291400
1/14/20,32196.4492,32196.4492,31989.1992,32071.6504,32071.6504,438900
1/15/20,31994.75,32000.9004,31670.3496,31824.9004,31824.9004,545700
1/16/20,31810.5508,31988.9004,31692.4004,31853.9004,31853.9004,253700
1/17/20,31571.6504,31773.5508,31445.5,31590.6504,31590.6504,308100
1/20/20,31923.9492,31923.9492,31050.9492,31080.6504,31080.6504,282200
1/21/20,30978.8496,31171.25,30858.5996,30947.5508,30947.5508,227500
1/22/20,31061.5996,31149.0508,30614,30701.4492,30701.4492,200600
1/23/20,30742.1992,31087.25,30621.3496,31004.0508,31004.0508,343800
1/24/20,31040.0996,31375.4492,30879.0508,31241.75,31241.75,424600
1/27/20,31110.5508,31227.0508,30808.5508,30837.4004,30837.4004,309900
1/28/20,30922,31048.4492,30656.3496,30761.4004,30761.4004,239600
1/29/20,30915.0996,31082.8496,30835.8008,30877,30877,268800
1/30/20,30889.25,30909.5,30521.3008,30647.4004,30647.4004,328900
1/31/20,30950.5,31033.4492,30691.8008,30833.5996,30833.5996,333400
2/3/20,29811.75,30105.8008,29612.5508,30023.25,30023.25,337100
2/4/20,30235.3008,30776.9492,30182.4492,30686.6992,30686.6992,336600
2/5/20,30761.9492,31065.8496,30630.8496,31001.9492,31001.9492,427600
2/6/20,31070.75,31470.6504,30917.25,31304.0508,31304.0508,334000
2/7/20,31367.0508,31368.1992,31111.0508,31201.9492,31201.9492,254400
2/10/20,31248.6504,31248.8008,30957.1992,31058.1504,31058.1504,239700
