Date,Open nif,High nif,Low nif,Close nif,Adj Close nif,Volume nif,Open nse,High nse,Low nse,Close nse,Adj Close nse,Volume nse
2020-03-30,8385.9502,8576.0,8244.0,8281.09961,8281.09961,593300.0,19254.4492,19716.25,18668.6992,18782.4004,18782.4004,327000.0
2020-03-31,8529.34961,8678.299809999999,8358.0,8597.75,8597.75,712700.0,19307.6504,19466.3008,18792.4004,19144.0,19144.0,309800.0
2020-04-01,8584.09961,8588.09961,8198.34961,8253.799809999999,8253.799809999999,506300.0,19122.4004,19154.75,18042.25,18208.3496,18208.3496,274900.0
2020-04-03,8356.549809999999,8356.549809999999,8055.7998099999995,8083.7998099999995,8083.7998099999995,697000.0,18325.0508,18326.0996,17143.1992,17249.3008,17249.3008,342500.0
2020-04-07,8446.299809999999,8819.40039,8360.9502,8792.2002,8792.2002,814200.0,18454.5508,19190.5508,17953.75,19062.5,19062.5,435400.0
2020-04-08,8688.90039,9131.7002,8653.90039,8748.75,8748.75,896500.0,18799.4004,20324.0996,18482.9004,18946.4492,18946.4492,508400.0
2020-04-09,8973.049809999999,9128.34961,8904.549809999999,9111.90039,9111.90039,742100.0,19553.1504,19988.3008,19166.9004,19913.5996,19913.5996,390000.0
2020-04-13,9103.9502,9112.049809999999,8912.40039,8993.84961,8993.84961,644000.0,19854.9004,19887.0508,19294.0,19488.0,19488.0,288200.0
2020-04-15,9196.40039,9261.2002,8874.09961,8925.299809999999,8925.299809999999,879100.0,20096.3496,20184.0996,18776.75,19057.0508,19057.0508,389900.0
2020-04-16,8851.25,9053.75,8821.90039,8992.799809999999,8992.799809999999,719400.0,18957.1504,19520.3008,18703.4492,19400.0,19400.0,350300.0
2020-04-17,9323.4502,9324.0,9091.34961,9266.75,9266.75,684200.0,20394.75,20866.5508,19729.3008,20681.4492,20681.4492,475000.0
2020-04-20,9390.2002,9390.84961,9230.799809999999,9261.84961,9261.84961,726400.0,21104.6992,21122.0996,20444.25,20522.6504,20522.6504,438600.0
2020-04-21,9016.9502,9044.40039,8909.40039,8981.4502,8981.4502,655100.0,19812.0508,19891.4492,19247.9492,19409.3496,19409.3496,311900.0
2020-04-22,9026.75,9209.75,8946.25,9187.299809999999,9187.299809999999,734400.0,19306.9492,19806.3496,19051.9492,19701.8496,19701.8496,349400.0
2020-04-23,9232.34961,9343.59961,9170.15039,9313.90039,9313.90039,666700.0,19871.3496,20356.5,19584.4004,20267.9492,20267.9492,325400.0
2020-04-24,9163.90039,9296.90039,9141.299809999999,9154.40039,9154.40039,659400.0,19697.6504,19950.1504,19515.4004,19586.6504,19586.6504,305700.0
2020-04-27,9259.7002,9377.09961,9250.34961,9282.299809999999,9282.299809999999,512800.0,19870.8008,20224.75,19847.6504,20081.1504,20081.1504,299900.0
2020-04-28,9389.799809999999,9404.40039,9260.0,9380.90039,9380.90039,614500.0,20436.5996,20751.3008,20260.8008,20671.0996,20671.0996,367800.0
2020-04-29,9408.59961,9599.84961,9392.34961,9553.34961,9553.34961,653000.0,20440.4004,21348.1504,20393.6504,21090.1992,21090.1992,400600.0
2020-04-30,9753.5,9889.049809999999,9731.5,9859.90039,9859.90039,931200.0,21589.1992,21967.0,21353.6504,21534.5,21534.5,471500.0
2020-05-04,9533.5,9533.5,9266.9502,9293.5,9293.5,687500.0,20514.75,20530.4492,19643.5996,19743.75,19743.75,328800.0
2020-05-05,9429.40039,9450.90039,9190.75,9205.59961,9205.59961,725200.0,20147.3008,20223.1504,19212.3496,19271.75,19271.75,381300.0
2020-05-06,9226.799809999999,9346.90039,9116.5,9270.90039,9270.90039,722200.0,19302.4492,19806.5996,18941.0,19694.5508,19694.5508,395600.0
2020-05-07,9234.049809999999,9277.84961,9175.90039,9199.049809999999,9199.049809999999,708700.0,19536.0508,19757.25,19332.1504,19491.8008,19491.8008,300100.0
2020-05-08,9376.9502,9382.65039,9238.2002,9251.5,9251.5,609100.0,19844.0,19969.5996,19285.0508,19352.9004,19352.9004,0.0
2020-05-11,9348.15039,9439.90039,9219.9502,9239.2002,9239.2002,704600.0,19610.4492,19733.4004,18900.9004,18950.5,18950.5,342600.0
2020-05-12,9168.84961,9240.84961,9043.9502,9196.549809999999,9196.549809999999,805500.0,18751.4004,18993.4004,18287.0,18862.8496,18862.8496,395400.0
2020-05-13,9584.2002,9584.5,9351.09961,9383.549809999999,9383.549809999999,846400.0,20017.75,20122.25,19429.9004,19634.9492,19634.9492,520800.0
2020-05-14,9213.9502,9281.09961,9119.75,9142.75,9142.75,602600.0,19197.6992,19380.0996,19024.75,19068.5,19068.5,333000.0
2020-05-15,9182.40039,9182.40039,9050.0,9136.84961,9136.84961,575900.0,19098.8008,19119.0996,18683.6504,18833.9492,18833.9492,240600.0
2020-05-18,9158.299809999999,9158.299809999999,8806.75,8823.25,8823.25,773000.0,18795.0996,18795.0996,17514.1992,17573.1992,17573.1992,434800.0
2020-05-19,8961.7002,9030.34961,8855.299809999999,8879.09961,8879.09961,762200.0,18037.1504,18175.3008,17390.6504,17486.25,17486.25,415500.0
2020-05-20,8889.15039,9093.799809999999,8875.34961,9066.549809999999,9066.549809999999,622300.0,17486.5,18002.6504,17407.6992,17840.1992,17840.1992,326200.0
2020-05-21,9079.4502,9178.549809999999,9056.09961,9106.25,9106.25,631500.0,17901.9492,18200.6992,17658.5508,17735.0996,17735.0996,347600.0
2020-05-22,9067.90039,9149.59961,8968.549809999999,9039.25,9039.25,675800.0,17554.25,17952.25,17105.0,17278.9004,17278.9004,484800.0
2020-05-26,9099.75,9161.65039,8996.65039,9029.049809999999,9029.049809999999,655000.0,17537.6504,17681.6992,17311.25,17440.3496,17440.3496,336800.0
2020-05-27,9082.2002,9334.0,9004.25,9314.9502,9314.9502,763500.0,17603.4004,18874.25,17560.3496,18710.5508,18710.5508,538000.0
2020-05-28,9364.9502,9511.25,9336.5,9490.09961,9490.09961,837900.0,18924.4492,19455.5508,18818.9492,19169.8008,19169.8008,561100.0
2020-05-29,9422.2002,9598.84961,9376.90039,9580.299809999999,9580.299809999999,967000.0,18962.0,19358.0508,18729.9004,19297.25,19297.25,581700.0
2020-06-01,9726.84961,9931.59961,9706.9502,9826.15039,9826.15039,794200.0,19728.9004,20225.3496,19632.9004,19959.9004,19959.9004,558100.0
2020-06-02,9880.84961,9995.59961,9824.049809999999,9979.09961,9979.09961,770200.0,20120.5996,20615.75,19852.5508,20530.1992,20530.1992,448300.0
2020-06-03,10108.2998,10176.2002,10035.5498,10061.5498,10061.5498,794700.0,20966.5996,21619.5508,20822.0,20940.6992,20940.6992,616900.0
2020-06-04,10054.25,10123.8496,9944.25,10029.0996,10029.0996,775100.0,20932.3496,21141.8008,20316.1992,20390.4492,20390.4492,587900.0
2020-06-05,10093.7998,10177.7998,10040.75,10142.1504,10142.1504,987100.0,20516.4004,21198.6992,20425.0508,21034.5,21034.5,637400.0
2020-06-08,10326.75,10328.5,10120.25,10167.4502,10167.4502,936500.0,21636.0996,21807.4004,20911.25,21187.3496,21187.3496,748100.0
2020-06-09,10181.1504,10291.1504,10021.4502,10046.6504,10046.6504,754200.0,21295.5,21568.8496,20629.6992,20724.9004,20724.9004,641200.0
2020-06-10,10072.5996,10148.75,10036.8496,10116.1504,10116.1504,632400.0,20760.9492,21251.4492,20671.5508,21100.0996,21100.0996,583000.0
2020-06-11,10094.0996,10112.0498,9885.049809999999,9902.0,9902.0,715500.0,21084.6992,21244.4492,20458.3008,20525.1504,20525.1504,747100.0
2020-06-12,9544.9502,9996.049809999999,9544.34961,9972.90039,9972.90039,796300.0,19529.3008,20747.6992,19526.0996,20654.5508,20654.5508,599200.0
2020-06-15,9919.34961,9943.34961,9726.34961,9813.7002,9813.7002,716100.0,20457.1504,20470.8496,19740.1992,19912.9004,19912.9004,0.0
2020-06-16,10014.7998,10046.1504,9728.5,9914.0,9914.0,899900.0,20500.6504,20638.8496,19507.0508,20296.6992,20296.6992,0.0
2020-06-17,9876.7002,10003.5996,9833.799809999999,9881.15039,9881.15039,685400.0,20137.4492,20627.9004,19978.1504,20201.75,20201.75,0.0
2020-06-18,9863.25,10111.2002,9845.049809999999,10091.6504,10091.6504,622900.0,20137.5996,21028.3496,20030.3496,20956.3008,20956.3008,0.0
2020-06-19,10119.0,10272.4004,10072.6504,10244.4004,10244.4004,892100.0,20970.0996,21467.6504,20878.25,21338.0996,21338.0996,0.0
2020-06-22,10318.75,10393.6504,10277.5996,10311.2002,10311.2002,685400.0,21491.5508,22078.25,21425.5508,21708.3496,21708.3496,664600.0
2020-06-23,10347.9502,10484.7002,10301.75,10471.0,10471.0,669200.0,21859.25,22322.3008,21647.8008,22264.9004,22264.9004,527900.0
2020-06-24,10529.25,10553.1504,10281.9502,10305.2998,10305.2998,854800.0,22479.3496,22479.5508,21336.3496,21426.8008,21426.8008,684600.0
2020-06-25,10235.5498,10361.7998,10194.5,10288.9004,10288.9004,994200.0,21218.0508,21703.5,20926.4492,21506.1504,21506.1504,586200.0
2020-06-26,10378.9004,10409.8496,10311.25,10383.0,10383.0,671900.0,21735.0508,21784.6504,21320.0996,21592.0508,21592.0508,375600.0
2020-06-29,10311.9502,10337.9502,10223.5996,10312.4004,10312.4004,574500.0,21291.5508,21440.0508,21026.4492,21359.0,21359.0,328000.0
2020-06-30,10382.5996,10401.0498,10267.3496,10302.0996,10302.0996,556200.0,21524.3008,21650.5,21212.0,21370.1504,21370.1504,292700.0
2020-07-01,10323.7998,10447.0498,10299.5996,10430.0498,10430.0498,573600.0,21354.0996,22061.5996,21281.8496,21977.5996,21977.5996,386000.0
2020-07-02,10493.0498,10598.2002,10485.5498,10551.7002,10551.7002,597400.0,22133.8008,22344.8496,21890.5,21953.1992,21953.1992,399000.0
2020-07-03,10614.9502,10631.2998,10562.6504,10607.3496,10607.3496,525200.0,22101.75,22130.3008,21768.0,21852.4004,21852.4004,256200.0
2020-07-06,10723.8496,10811.4004,10695.0996,10763.6504,10763.6504,571200.0,22270.9492,22399.25,22171.0508,22198.9492,22198.9492,290900.0
2020-07-07,10802.8496,10813.7998,10689.7002,10799.6504,10799.6504,636800.0,22254.3008,22674.5,22040.3496,22628.0,22628.0,455800.0
2020-07-08,10818.6504,10847.8496,10676.5498,10705.75,10705.75,767900.0,22700.9004,23080.5996,22499.5,22584.6504,22584.6504,673100.0
2020-07-09,10755.5498,10836.8496,10733.0,10813.4502,10813.4502,618700.0,22753.1504,22998.3008,22673.4004,22907.1992,22907.1992,356000.0
2020-07-10,10764.0996,10819.4004,10713.0,10768.0498,10768.0498,590700.0,22720.9492,22835.1992,22320.0508,22398.4492,22398.4492,457100.0
2020-07-13,10851.8496,10894.0498,10756.0498,10802.7002,10802.7002,554100.0,22613.25,22657.4004,21981.6504,22089.25,22089.25,293700.0
2020-07-14,10750.8496,10755.6504,10562.9004,10607.3496,10607.3496,532400.0,21877.5996,21909.6992,21222.4492,21392.1992,21392.1992,338500.0
2020-07-15,10701.0,10827.4502,10577.75,10618.2002,10618.2002,715900.0,21634.25,21935.5,21230.5508,21340.75,21340.75,359100.0
2020-07-16,10706.2002,10755.2998,10595.2002,10739.9502,10739.9502,694400.0,21453.25,21671.25,21027.8496,21597.1504,21597.1504,348600.0
2020-07-17,10752.0,10933.4502,10749.6504,10901.7002,10901.7002,676900.0,21608.0508,22065.0,21550.8008,21966.8008,21966.8008,294900.0
2020-07-20,10999.4502,11037.9004,10953.0,11022.2002,11022.2002,554300.0,22307.3008,22520.4492,22187.8008,22321.8496,22321.8496,349700.0
2020-07-21,11126.0996,11179.5498,11113.25,11162.25,11162.25,772000.0,22639.8496,22861.9004,22597.9492,22782.0,22782.0,316700.0
2020-07-22,11231.2002,11238.0996,11056.5498,11132.5996,11132.5996,765100.0,23159.0,23211.3496,22658.1992,22882.5996,22882.5996,412700.0
2020-07-23,11135.0,11239.7998,11103.1504,11215.4502,11215.4502,621600.0,22854.8496,23122.3496,22734.9004,23083.9004,23083.9004,307600.0
2020-07-24,11149.9502,11225.4004,11090.2998,11194.1504,11194.1504,678900.0,22853.1992,22854.0508,22417.1992,22662.0508,22662.0508,436300.0
2020-07-27,11225.0,11225.0,11087.8496,11131.7998,11131.7998,588100.0,22664.5996,22668.0508,21801.3496,21848.75,21848.75,340900.0
2020-07-28,11154.0996,11317.75,11151.4004,11300.5498,11300.5498,683900.0,21940.1504,22233.0,21611.4004,22105.1992,22105.1992,379800.0
2020-07-29,11276.9004,11341.4004,11149.75,11202.8496,11202.8496,600700.0,22075.0,22346.4004,21906.3496,22076.5996,22076.5996,400400.0
2020-07-30,11254.2998,11299.9502,11084.9502,11102.1504,11102.1504,677800.0,22195.0508,22252.5996,21580.1504,21646.8496,21646.8496,299600.0
2020-07-31,11139.5,11150.4004,11026.6504,11073.4502,11073.4502,642600.0,21730.5508,21806.9492,21375.0,21640.0508,21640.0508,397300.0
2020-08-03,11057.5498,11058.0498,10882.25,10891.5996,10891.5996,680900.0,21543.8008,21543.8008,21031.4492,21072.0996,21072.0996,431000.0
2020-08-04,10946.6504,11112.25,10908.0996,11095.25,11095.25,625700.0,21248.25,21576.3496,21057.75,21490.5,21490.5,0.0
2020-08-05,11155.75,11225.6504,11064.0498,11101.6504,11101.6504,667600.0,21686.8496,21936.5,21448.4004,21509.9492,21509.9492,338800.0
2020-08-06,11185.7002,11256.7998,11127.2998,11200.1504,11200.1504,600400.0,21644.25,21926.5508,21370.3008,21642.5996,21642.5996,386600.0
2020-08-07,11186.6504,11231.9004,11142.0498,11214.0498,11214.0498,452600.0,21620.25,21787.25,21451.3008,21754.0,21754.0,378600.0
2020-08-10,11270.25,11337.2998,11238.0,11270.1504,11270.1504,492000.0,21824.9004,22071.9492,21795.0996,21900.25,21900.25,261800.0
2020-08-11,11322.25,11373.5996,11299.1504,11322.5,11322.5,586100.0,22050.1992,22277.5996,22039.8496,22227.1992,22227.1992,377900.0
2020-08-12,11289.0,11322.0,11242.6504,11308.4004,11308.4004,609900.0,22135.9492,22326.5508,21990.1992,22264.0,22264.0,507500.0
2020-08-13,11334.8496,11359.2998,11269.9502,11300.4502,11300.4502,562400.0,22395.1992,22439.9492,22139.5996,22196.3496,22196.3496,289100.0
2020-08-14,11353.2998,11366.25,11111.4502,11178.4004,11178.4004,645100.0,22334.9492,22334.9492,21459.0996,21679.4004,21679.4004,318800.0
2020-08-17,11248.9004,11267.0996,11144.5,11247.0996,11247.0996,634000.0,21906.9492,21909.4004,21403.1504,21700.8496,21700.8496,263400.0
2020-08-18,11259.7998,11401.7002,11253.1504,11385.3496,11385.3496,579200.0,21702.0,22227.75,21629.4004,22170.5996,22170.5996,0.0
2020-08-19,11452.1504,11460.3496,11394.0996,11408.4004,11408.4004,626200.0,22315.4004,22419.3496,22234.25,22285.9004,22285.9004,0.0
2020-08-20,11317.4502,11361.4502,11289.7998,11312.2002,11312.2002,791600.0,21989.9004,22079.9004,21886.6992,21999.4492,21999.4492,0.0
2020-08-21,11409.6504,11418.5,11362.2002,11371.5996,11371.5996,668700.0,22190.6992,22344.0508,22165.0508,22299.5996,22299.5996,0.0
2020-08-24,11412.0,11497.25,11410.6504,11466.4502,11466.4502,532900.0,22436.8496,22897.5,22410.0508,22833.0,22833.0,0.0
2020-08-25,11513.0996,11525.9004,11423.3496,11472.25,11472.25,638200.0,22973.4004,23180.3008,22857.9004,23092.1504,23092.1504,0.0
2020-08-26,11512.8496,11561.75,11461.8496,11549.5996,11549.5996,743400.0,23175.5508,23453.4004,23093.1504,23414.1992,23414.1992,0.0
2020-08-27,11609.2998,11617.3496,11540.5996,11559.25,11559.25,719800.0,23511.4492,23704.0508,23464.1504,23600.3496,23600.3496,0.0
2020-08-28,11602.9502,11686.0498,11589.4004,11647.5996,11647.5996,807000.0,23635.3008,24611.8008,23599.1992,24523.8008,24523.8008,0.0
2020-08-31,11777.5498,11794.25,11325.8496,11387.5,11387.5,1371800.0,25038.8008,25232.5996,23385.3008,23754.3496,23754.3496,0.0
2020-09-01,11464.2998,11553.5498,11366.9004,11470.25,11470.25,783800.0,23893.8008,24199.6504,23473.1504,23812.0,23812.0,0.0
2020-09-02,11478.5498,11554.75,11430.4004,11535.0,11535.0,593500.0,23769.0,23926.1504,23482.5508,23874.5508,23874.5508,0.0
2020-09-03,11566.2002,11584.9502,11507.6504,11527.4502,11527.4502,607100.0,23986.1504,24051.5996,23451.6504,23530.8496,23530.8496,0.0
2020-09-04,11354.4004,11452.0498,11303.6504,11333.8496,11333.8496,681300.0,23119.1504,23394.8008,22876.9004,23011.5,23011.5,0.0
2020-09-07,11359.5996,11381.1504,11251.7002,11355.0498,11355.0498,560300.0,23036.25,23109.0996,22716.25,22945.0508,22945.0508,245300.0
2020-09-08,11378.5498,11437.25,11290.4502,11317.3496,11317.3496,572200.0,22971.1992,23064.1504,22641.4004,22744.4004,22744.4004,0.0
2020-09-09,11218.5996,11298.1504,11185.1504,11278.0,11278.0,728900.0,22486.6992,22554.5996,22080.4004,22267.0,22267.0,0.0
2020-09-10,11363.2998,11464.0498,11327.4004,11449.25,11449.25,679400.0,22466.5508,22678.6504,22225.25,22466.1992,22466.1992,0.0
2020-09-11,11447.7998,11493.5,11419.9004,11464.4502,11464.4502,554800.0,22509.9492,22668.75,22205.9492,22479.9492,22479.9492,0.0
2020-09-14,11540.1504,11568.9004,11383.5498,11440.0498,11440.0498,642300.0,22683.3496,22757.3008,22028.1504,22101.25,22101.25,0.0
2020-09-15,11487.2002,11535.9502,11442.25,11521.7998,11521.7998,506700.0,22202.8008,22514.1504,22062.3496,22465.6504,22465.6504,0.0
2020-09-16,11538.4502,11618.0996,11516.75,11604.5498,11604.5498,527800.0,22476.3008,22659.4004,22216.5,22573.5508,22573.5508,0.0
2020-09-17,11539.4004,11587.2002,11498.5,11516.0996,11516.0996,0.0,22352.0,22504.4492,22267.0508,22320.3496,22320.3496,0.0
2020-09-18,11584.0996,11584.0996,11446.0996,11504.9502,11504.9502,764200.0,22439.3496,22469.4004,21784.9004,22031.0508,22031.0508,0.0
2020-09-21,11503.7998,11535.25,11218.5,11250.5498,11250.5498,602900.0,21983.4004,22098.8496,21274.3008,21366.8008,21366.8008,0.0
2020-09-22,11301.75,11302.2002,11084.6504,11153.6504,11153.6504,672200.0,21445.25,21473.3496,20958.4492,21139.0996,21139.0996,0.0
2020-09-23,11258.75,11259.5498,11024.4004,11131.8496,11131.8496,714900.0,21350.8008,21365.0508,20821.0,21178.5,21178.5,0.0
