Date,Open China,High China,Low China,Close China,Adj Close China,Volume China,Open India,High India,Low India,Close India,Adj Close India,Volume India
2020-02-10,27092.150391000003,27314.640625,27044.880858999997,27241.339844,27241.339844,1612017900,12102.3496,12103.5498,11990.75,12031.5,12031.5,524700.0
2020-02-11,27514.25,27674.810547000005,27436.990233999997,27583.880858999997,27583.880858999997,1868625400,12108.4004,12172.2998,12099.0,12107.9004,12107.9004,480000.0
2020-02-12,27717.220702999995,27892.480469,27614.830077999995,27823.660156,27823.660156,1796561200,12151.0,12231.75,12144.2998,12201.2002,12201.2002,411700.0
2020-02-13,27953.650391000003,27953.650391000003,27695.599608999997,27730.0,27730.0,1617010200,12219.5498,12225.6504,12139.7998,12174.6504,12174.6504,501200.0
2020-02-14,27698.560547000005,27960.660156,27695.589844,27815.599608999997,27815.599608999997,1445335900,12190.1504,12246.7002,12091.2002,12113.4502,12113.4502,622800.0
2020-02-17,27766.710938,28055.580077999995,27766.710938,27959.599608999997,27959.599608999997,1412999200,12131.7998,12159.5996,12037.0,12045.7998,12045.7998,0.0
2020-02-18,27766.5,27771.300781,27496.25,27530.199219,27530.199219,1592221400,12028.25,12030.75,11908.0498,11992.5,11992.5,676900.0
2020-02-19,27486.460938,27697.460938,27448.599608999997,27655.810547000005,27655.810547000005,1471538100,12090.5996,12134.7002,12042.0996,12125.9004,12125.9004,513600.0
2020-02-20,27767.279297000005,27767.279297000005,27383.130858999997,27609.160156,27609.160156,1582073100,12119.0,12152.0,12071.4502,12080.8496,12080.8496,502600.0
2020-02-21,27450.460938,27484.529297000005,27264.779297000005,27308.810547000005,27308.810547000005,1773613400,,,,,,
2020-02-24,27105.349608999997,27105.349608999997,26813.220703,26820.880859,26820.880859,2044657000,12012.5498,12012.5498,11813.4004,11829.4004,11829.4004,490800.0
2020-02-25,26722.390625,26914.050781,26667.039063,26893.230469,26893.230469,1924042900,11877.5,11883.0498,11779.9004,11797.9004,11797.9004,461000.0
2020-02-26,26479.900391,26776.060547,26479.900391,26696.490234,26696.490234,2040000000,11738.5498,11783.25,11639.5996,11678.5,11678.5,567600.0
2020-02-27,26529.169922,26849.570313,26419.970703,26778.619141,26778.619141,2110369700,11661.25,11663.8496,11536.7002,11633.2998,11633.2998,608600.0
2020-02-28,26249.060547,26313.550781,25989.410156,26129.929688,26129.929688,3191426200,11382.0,11384.7998,11175.0498,11201.75,11201.75,809900.0
2020-03-02,26077.730469,26375.910156,26077.730469,26291.679688,26291.679688,2201535600,11387.3496,11433.0,11036.25,11132.75,11132.75,680800.0
2020-03-03,26419.130859,26527.75,26233.390625,26284.820313,26284.820313,2136295000,11217.5498,11342.25,11152.5498,11303.2998,11303.2998,696500.0
2020-03-04,26321.560547,26372.480469,26038.390625,26222.070313,26222.070313,1957062400,11351.3496,11356.5996,11082.1504,11251.0,11251.0,797700.0
2020-03-05,26348.160156,26805.580078,26315.359375,26767.869141,26767.869141,2522843200,11306.0498,11389.5,11244.5996,11269.0,11269.0,1352500.0
2020-03-06,26397.779297,26408.800781,26084.230469,26146.669922,26146.669922,2646519300,10942.6504,11035.0996,10827.4004,10989.4502,10989.4502,1811000.0
2020-03-09,25134.019531,25321.279297,24948.380859,25040.460938,25040.460938,4677892400,10742.0498,10751.5498,10294.4502,10451.4502,10451.4502,1565500.0
2020-03-10,25285.679688,25578.609375,24978.970703,25392.509766,25392.509766,3225661100,,,,,,
2020-03-11,25459.960938,25493.230469,25140.380859,25231.609375,25231.609375,2627625600,10334.2998,10545.0996,10334.0,10458.4004,10458.4004,1218500.0
2020-03-12,24657.669922,24657.669922,24117.939453,24309.070313,24309.070313,3748928400,10039.9502,10040.75,9508.0,9590.15039,9590.15039,1343500.0
2020-03-13,22519.320313,24184.480469,22519.320313,24032.910156,24032.910156,5495155700,9107.59961,10159.4004,8555.15039,9955.2002,9955.2002,1388000.0
2020-03-16,23317.810547,23631.529297,22842.25,23063.570313,23063.570313,4067029300,9587.799809999999,9602.2002,9165.09961,9197.40039,9197.40039,897700.0
2020-03-17,23001.759766,23401.199219,22676.460938,23263.730469,23263.730469,3637973700,9285.40039,9403.799809999999,8915.59961,8967.049809999999,8967.049809999999,935600.0
2020-03-18,23023.339844,23425.029297,22167.419922,22291.820313,22291.820313,4217153600,9088.4502,9127.549809999999,8407.049809999999,8468.799809999999,8468.799809999999,1516600.0
2020-03-19,22221.380859,22380.339844,21139.259766,21709.130859,21709.130859,5628397600,8063.2998099999995,8575.4502,7832.5498099999995,8263.4502,8263.4502,925700.0
2020-03-20,22147.339844,22805.070313,22147.339844,22805.070313,22805.070313,4528187900,8284.4502,8883.0,8178.2002,8745.4502,8745.4502,1071500.0
2020-03-23,21696.130859,21696.130859,21696.130859,21696.130859,21696.130859,0,7945.7002,8159.25,7583.6001,7610.25,7610.25,653500.0
2020-03-24,22497.570313,22753.009766,22383.25,22663.490234,22663.490234,3614066700,7848.2998099999995,8036.9502,7511.1001,7801.0498099999995,7801.0498099999995,738400.0
2020-03-25,23255.910156,23569.449219,23062.230469,23527.189453,23527.189453,3605374900,7735.1499,8376.75,7714.75,8317.84961,8317.84961,736900.0
2020-03-26,23604.830078,23604.830078,23163.669922,23352.339844,23352.339844,2519508100,8451.0,8749.049809999999,8304.90039,8641.4502,8641.4502,865600.0
2020-03-27,23768.410156,23791.199219,23354.009766,23484.279297,23484.279297,2199674300,8949.09961,9038.90039,8522.90039,8660.25,8660.25,801500.0
2020-03-30,23020.849609,23491.509766,22973.330078,23175.109375,23175.109375,2553435900,8385.9502,8576.0,8244.0,8281.09961,8281.09961,593300.0
2020-03-31,23613.269531,23627.529297,23238.039063,23603.480469,23603.480469,2876326600,8529.34961,8678.299809999999,8358.0,8597.75,8597.75,712700.0
2020-04-01,23365.900391,23540.009766,22947.640625,23085.789063,23085.789063,2879977600,8584.09961,8588.09961,8198.34961,8253.799809999999,8253.799809999999,506300.0
2020-04-02,22838.669922,23280.060547,22756.130859,23280.060547,23280.060547,2560937400,,,,,,
2020-04-03,23072.949219,23236.109375,23030.580078,23236.109375,23236.109375,1870630600,8356.549809999999,8356.549809999999,8055.7998099999995,8083.7998099999995,8083.7998099999995,697000.0
2020-04-06,23558.830078,23832.929688,23271.470703,23749.119141,23749.119141,1834036600,,,,,,
2020-04-07,24093.050781,24262.009766,23796.029297,24253.289063,24253.289063,2535034600,8446.299809999999,8819.40039,8360.9502,8792.2002,8792.2002,814200.0
2020-04-08,24191.320313,24191.320313,23897.400391,23970.369141,23970.369141,1840854100,8688.90039,9131.7002,8653.90039,8748.75,8748.75,896500.0
2020-04-09,24181.320313,24308.689453,24045.179688,24300.330078,24300.330078,1725334600,8973.049809999999,9128.34961,8904.549809999999,9111.90039,9111.90039,742100.0
2020-04-14,24347.609375,24546.390625,24283.130859,24435.400391,24435.400391,2050447800,,,,,,
2020-04-15,24499.859375,24603.599609,24090.5,24145.339844,24145.339844,1906625200,9196.40039,9261.2002,8874.09961,8925.299809999999,8925.299809999999,879100.0
2020-04-16,24025.449219,24102.910156,23854.789063,24006.449219,24006.449219,1865473400,8851.25,9053.75,8821.90039,8992.799809999999,8992.799809999999,719400.0
2020-04-17,24457.830078,24666.640625,24308.779297,24380.0,24380.0,1937579000,9323.4502,9324.0,9091.34961,9266.75,9266.75,684200.0
2020-04-20,24503.560547,24503.560547,24225.550781,24330.019531,24330.019531,1375091600,9390.2002,9390.84961,9230.799809999999,9261.84961,9261.84961,726400.0
2020-04-21,24247.839844,24247.839844,23676.130859,23793.550781,23793.550781,2160661700,9016.9502,9044.40039,8909.40039,8981.4502,8981.4502,655100.0
2020-04-22,23540.539063,23939.289063,23483.310547,23893.359375,23893.359375,1668362400,9026.75,9209.75,8946.25,9187.299809999999,9187.299809999999,734400.0
2020-04-23,23983.650391,24107.880859,23806.300781,23977.320313,23977.320313,1814344800,9232.34961,9343.59961,9170.15039,9313.90039,9313.90039,666700.0
2020-04-24,23844.550781,23957.169922,23730.490234,23831.330078,23831.330078,1301664900,9163.90039,9296.90039,9141.299809999999,9154.40039,9154.40039,659400.0
2020-04-27,24030.660156,24318.810547,24030.539063,24280.140625,24280.140625,1592713000,9259.7002,9377.09961,9250.34961,9282.299809999999,9282.299809999999,512800.0
2020-04-28,24401.119141,24582.660156,24176.880859,24575.960938,24575.960938,1687557300,9389.799809999999,9404.40039,9260.0,9380.90039,9380.90039,614500.0
2020-04-29,24786.019531,24855.470703,24549.619141,24643.589844,24643.589844,1648009000,9408.59961,9599.84961,9392.34961,9553.34961,9553.34961,653000.0
2020-05-04,23895.109375,23897.529297,23584.949219,23613.800781,23613.800781,2556774000,9533.5,9533.5,9266.9502,9293.5,9293.5,687500.0
2020-05-05,23755.769531,23928.449219,23697.880859,23868.660156,23868.660156,1332967300,9429.40039,9450.90039,9190.75,9205.59961,9205.59961,725200.0
2020-05-06,23868.019531,24235.029297,23868.019531,24137.480469,24137.480469,1890000000,9226.799809999999,9346.90039,9116.5,9270.90039,9270.90039,722200.0
2020-05-07,24120.810547,24120.810547,23913.5,23980.630859,23980.630859,1317060000,9234.049809999999,9277.84961,9175.90039,9199.049809999999,9199.049809999999,708700.0
2020-05-08,24193.359375,24263.730469,24097.119141,24230.169922,24230.169922,1274113200,9376.9502,9382.65039,9238.2002,9251.5,9251.5,609100.0
2020-05-11,24470.179688,24766.830078,24470.179688,24602.060547,24602.060547,1458200000,9348.15039,9439.90039,9219.9502,9239.2002,9239.2002,704600.0
2020-05-12,24358.0,24411.039063,24136.199219,24245.679688,24245.679688,1479628600,9168.84961,9240.84961,9043.9502,9196.549809999999,9196.549809999999,805500.0
2020-05-13,24111.669922,24320.199219,23979.369141,24180.300781,24180.300781,1359038500,9584.2002,9584.5,9351.09961,9383.549809999999,9383.549809999999,846400.0
2020-05-14,24038.070313,24081.189453,23790.269531,23829.740234,23829.740234,1697720800,9213.9502,9281.09961,9119.75,9142.75,9142.75,602600.0
2020-05-15,23834.679688,23985.119141,23671.609375,23797.470703,23797.470703,1509478600,9182.40039,9182.40039,9050.0,9136.84961,9136.84961,575900.0
2020-05-18,23736.669922,23952.050781,23722.169922,23934.769531,23934.769531,1645114700,9158.299809999999,9158.299809999999,8806.75,8823.25,8823.25,773000.0
2020-05-19,24489.550781,24552.550781,24314.449219,24388.130859,24388.130859,2022987500,8961.7002,9030.34961,8855.299809999999,8879.09961,8879.09961,762200.0
2020-05-20,24462.900391,24514.869141,24315.75,24399.949219,24399.949219,1432021300,8889.15039,9093.799809999999,8875.34961,9066.549809999999,9066.549809999999,622300.0
2020-05-21,24528.910156,24528.910156,24208.160156,24280.029297,24280.029297,1474345000,9079.4502,9178.549809999999,9056.09961,9106.25,9106.25,631500.0
2020-05-22,23756.910156,23756.910156,22878.259766,22930.140625,22930.140625,3680989100,9067.90039,9149.59961,8968.549809999999,9039.25,9039.25,675800.0
2020-05-25,22725.699219,22968.650391,22519.730469,22952.240234,22952.240234,1769029000,,,,,,
2020-05-26,23198.339844,23481.480469,23165.490234,23384.660156,23384.660156,1421148200,9099.75,9161.65039,8996.65039,9029.049809999999,9029.049809999999,655000.0
2020-05-27,23515.140625,23515.140625,23134.609375,23301.359375,23301.359375,1837146100,9082.2002,9334.0,9004.25,9314.9502,9314.9502,763500.0
2020-05-28,23206.75,23451.779297,22779.619141,23132.759766,23132.759766,2356792600,9364.9502,9511.25,9336.5,9490.09961,9490.09961,837900.0
2020-05-29,22781.109375,23089.769531,22781.109375,22961.470703,22961.470703,3621412000,9422.2002,9598.84961,9376.90039,9580.299809999999,9580.299809999999,967000.0
2020-06-01,23539.910156,23806.320313,23539.910156,23732.519531,23732.519531,2569148800,9726.84961,9931.59961,9706.9502,9826.15039,9826.15039,794200.0
2020-06-02,23792.240234,23995.939453,23766.150391,23995.939453,23995.939453,1813293900,9880.84961,9995.59961,9824.049809999999,9979.09961,9979.09961,770200.0
2020-06-03,24303.560547,24364.009766,24219.960938,24325.619141,24325.619141,2455118300,10108.2998,10176.2002,10035.5498,10061.5498,10061.5498,794700.0
2020-06-04,24643.839844,24643.839844,24204.099609,24366.300781,24366.300781,1888873500,10054.25,10123.8496,9944.25,10029.0996,10029.0996,775100.0
2020-06-05,24388.179688,24810.220703,24253.560547,24770.410156,24770.410156,2397618300,10093.7998,10177.7998,10040.75,10142.1504,10142.1504,987100.0
2020-06-08,25018.050781,25018.779297,24678.550781,24776.769531,24776.769531,2123439500,10326.75,10328.5,10120.25,10167.4502,10167.4502,936500.0
2020-06-09,24906.009766,25253.669922,24837.730469,25057.220703,25057.220703,2203396500,10181.1504,10291.1504,10021.4502,10046.6504,10046.6504,754200.0
2020-06-10,25179.029297,25303.779297,24968.300781,25049.730469,25049.730469,1971349200,10072.5996,10148.75,10036.8496,10116.1504,10116.1504,632400.0
2020-06-11,24997.839844,25059.320313,24480.150391,24480.150391,24480.150391,1838958200,10094.0996,10112.0498,9885.049809999999,9902.0,9902.0,715500.0
2020-06-12,23920.699219,24317.720703,23895.029297,24301.380859,24301.380859,1824519600,9544.9502,9996.049809999999,9544.34961,9972.90039,9972.90039,796300.0
2020-06-15,23991.380859,24242.970703,23684.960938,23776.949219,23776.949219,2104538300,9919.34961,9943.34961,9726.34961,9813.7002,9813.7002,716100.0
2020-06-16,24318.150391,24534.769531,24302.25,24344.089844,24344.089844,1611589900,10014.7998,10046.1504,9728.5,9914.0,9914.0,899900.0
2020-06-17,24363.390625,24532.009766,24195.820313,24481.410156,24481.410156,1278279300,9876.7002,10003.5996,9833.799809999999,9881.15039,9881.15039,685400.0
2020-06-18,24386.310547,24464.939453,24121.890625,24464.939453,24464.939453,1811327100,9863.25,10111.2002,9845.049809999999,10091.6504,10091.6504,622900.0
2020-06-19,24373.359375,24776.539063,24334.359375,24643.890625,24643.890625,2390285700,10119.0,10272.4004,10072.6504,10244.4004,10244.4004,892100.0
2020-06-22,24528.529297,24628.949219,24391.169922,24511.339844,24511.339844,1612294200,10318.75,10393.6504,10277.5996,10311.2002,10311.2002,685400.0
2020-06-23,24541.439453,24907.339844,24184.880859,24907.339844,24907.339844,1549053700,10347.9502,10484.7002,10301.75,10471.0,10471.0,669200.0
2020-06-24,25034.869141,25071.320313,24770.949219,24781.580078,24781.580078,1431913700,10529.25,10553.1504,10281.9502,10305.2998,10305.2998,854800.0
2020-06-26,24697.980469,24756.580078,24537.769531,24549.990234,24549.990234,1509260100,10378.9004,10409.8496,10311.25,10383.0,10383.0,671900.0
2020-06-29,24627.640625,24627.640625,24148.619141,24301.279297,24301.279297,1835855400,10311.9502,10337.9502,10223.5996,10312.4004,10312.4004,574500.0
2020-06-30,24468.240234,24598.609375,24271.769531,24427.189453,24427.189453,1892323300,10382.5996,10401.0498,10267.3496,10302.0996,10302.0996,556200.0
2020-07-02,24563.570313,25124.189453,24563.570313,25124.189453,25124.189453,2746546400,10493.0498,10598.2002,10485.5498,10551.7002,10551.7002,597400.0
2020-07-03,25319.279297,25453.580078,25182.599609,25373.119141,25373.119141,2320568900,10614.9502,10631.2998,10562.6504,10607.3496,10607.3496,525200.0
2020-07-06,25545.539063,26453.609375,25543.150391,26339.160156,26339.160156,4883381900,10723.8496,10811.4004,10695.0996,10763.6504,10763.6504,571200.0
2020-07-07,26571.080078,26782.619141,25911.740234,25975.660156,25975.660156,3913840700,10802.8496,10813.7998,10689.7002,10799.6504,10799.6504,636800.0
2020-07-08,26078.609375,26299.839844,25849.779297,26129.179688,26129.179688,2582679500,10818.6504,10847.8496,10676.5498,10705.75,10705.75,767900.0
2020-07-09,26351.130859,26374.939453,26016.75,26210.160156,26210.160156,2452681700,10755.5498,10836.8496,10733.0,10813.4502,10813.4502,618700.0
2020-07-10,25931.779297,26137.910156,25570.359375,25727.410156,25727.410156,2142150800,10764.0996,10819.4004,10713.0,10768.0498,10768.0498,590700.0
2020-07-13,25848.800781,26103.839844,25715.240234,25772.119141,25772.119141,2127288800,10851.8496,10894.0498,10756.0498,10802.7002,10802.7002,554100.0
2020-07-14,25663.160156,25663.160156,25254.320313,25477.890625,25477.890625,2180279200,10750.8496,10755.6504,10562.9004,10607.3496,10607.3496,532400.0
2020-07-15,25888.779297,25888.779297,25299.359375,25481.580078,25481.580078,1849317300,10701.0,10827.4502,10577.75,10618.2002,10618.2002,715900.0
2020-07-16,25549.400391,25576.490234,24919.949219,24970.689453,24970.689453,1935051700,10706.2002,10755.2998,10595.2002,10739.9502,10739.9502,694400.0
2020-07-17,25142.060547,25263.970703,25015.279297,25089.169922,25089.169922,1362500400,10752.0,10933.4502,10749.6504,10901.7002,10901.7002,676900.0
2020-07-20,25019.599609,25222.109375,24766.169922,25057.990234,25057.990234,1650620500,10999.4502,11037.9004,10953.0,11022.2002,11022.2002,554300.0
2020-07-21,25427.060547,25635.660156,25378.380859,25635.660156,25635.660156,1752171900,11126.0996,11179.5498,11113.25,11162.25,11162.25,772000.0
2020-07-22,25575.25,25779.660156,25057.939453,25057.939453,25057.939453,2390051200,11231.2002,11238.0996,11056.5498,11132.5996,11132.5996,765100.0
2020-07-23,25235.900391,25346.359375,24992.369141,25263.0,25263.0,1910000000,11135.0,11239.7998,11103.1504,11215.4502,11215.4502,621600.0
2020-07-24,25040.759766,25101.099609,24598.460938,24705.330078,24705.330078,3029706400,11149.9502,11225.4004,11090.2998,11194.1504,11194.1504,678900.0
2020-07-27,24909.960938,24972.460938,24526.910156,24603.259766,24603.259766,1491211000,11225.0,11225.0,11087.8496,11131.7998,11131.7998,588100.0
2020-07-28,24942.740234,24942.740234,24642.349609,24772.759766,24772.759766,1358418200,11154.0996,11317.75,11151.4004,11300.5498,11300.5498,683900.0
2020-07-29,24710.509766,24905.439453,24671.509766,24883.140625,24883.140625,1080335100,11276.9004,11341.4004,11149.75,11202.8496,11202.8496,600700.0
2020-07-30,24979.240234,25197.310547,24616.050781,24710.589844,24710.589844,1779681900,11254.2998,11299.9502,11084.9502,11102.1504,11102.1504,677800.0
2020-07-31,24747.289063,24938.849609,24534.789063,24595.349609,24595.349609,1763233900,11139.5,11150.4004,11026.6504,11073.4502,11073.4502,642600.0
2020-08-03,24566.810547,24647.279297,24250.980469,24458.130859,24458.130859,2012723100,11057.5498,11058.0498,10882.25,10891.5996,10891.5996,680900.0
2020-08-04,24664.599609,25062.410156,24539.439453,24946.630859,24946.630859,1906615900,10946.6504,11112.25,10908.0996,11095.25,11095.25,625700.0
2020-08-05,25029.390625,25167.220703,24868.289063,25102.539063,25102.539063,1477936300,11155.75,11225.6504,11064.0498,11101.6504,11101.6504,667600.0
2020-08-06,25201.439453,25201.439453,24641.089844,24930.580078,24930.580078,1596206100,11185.7002,11256.7998,11127.2998,11200.1504,11200.1504,600400.0
2020-08-07,24909.369141,24909.369141,24167.789063,24531.619141,24531.619141,1610164700,11186.6504,11231.9004,11142.0498,11214.0498,11214.0498,452600.0
2020-08-10,24376.820313,24536.009766,24272.669922,24377.429688,24377.429688,1256444100,11270.25,11337.2998,11238.0,11270.1504,11270.1504,492000.0
2020-08-11,24662.039063,25031.570313,24662.039063,24890.679688,24890.679688,1628363900,11322.25,11373.5996,11299.1504,11322.5,11322.5,586100.0
2020-08-12,24868.630859,25291.800781,24685.439453,25244.019531,25244.019531,1763950100,11289.0,11322.0,11242.6504,11308.4004,11308.4004,609900.0
2020-08-13,25490.019531,25490.019531,25144.460938,25230.669922,25230.669922,1761196500,11334.8496,11359.2998,11269.9502,11300.4502,11300.4502,562400.0
2020-08-14,25072.449219,25378.529297,25040.550781,25183.009766,25183.009766,1429766800,11353.2998,11366.25,11111.4502,11178.4004,11178.4004,645100.0
2020-08-17,25212.279297,25588.669922,25163.289063,25347.339844,25347.339844,1955689100,11248.9004,11267.0996,11144.5,11247.0996,11247.0996,634000.0
2020-08-18,25470.970703,25470.970703,25257.880859,25367.380859,25367.380859,1534776000,11259.7998,11401.7002,11253.1504,11385.3496,11385.3496,579200.0
2020-08-19,25359.029297,25382.509766,25079.25,25178.910156,25178.910156,1132238600,11452.1504,11460.3496,11394.0996,11408.4004,11408.4004,626200.0
2020-08-20,25055.349609,25055.349609,24621.320313,24791.390625,24791.390625,1995701500,11317.4502,11361.4502,11289.7998,11312.2002,11312.2002,791600.0
2020-08-21,25007.130859,25178.789063,24885.859375,25113.839844,25113.839844,1210267900,11409.6504,11418.5,11362.2002,11371.5996,11371.5996,668700.0
2020-08-24,25352.789063,25551.580078,25325.150391,25551.580078,25551.580078,1352263800,11412.0,11497.25,11410.6504,11466.4502,11466.4502,532900.0
2020-08-25,25586.990234,25621.080078,25352.259766,25486.220703,25486.220703,1350837400,11513.0996,11525.9004,11423.3496,11472.25,11472.25,638200.0
2020-08-26,25520.410156,25603.169922,25360.029297,25491.789063,25491.789063,1319876200,11512.8496,11561.75,11461.8496,11549.5996,11549.5996,743400.0
2020-08-27,25469.769531,25469.769531,25186.419922,25281.150391,25281.150391,1701268300,11609.2998,11617.3496,11540.5996,11559.25,11559.25,719800.0
2020-08-28,25330.769531,25749.400391,25258.160156,25422.060547,25422.060547,2065272600,11602.9502,11686.0498,11589.4004,11647.5996,11647.5996,807000.0
2020-08-31,25732.490234,25847.109375,25177.050781,25177.050781,25177.050781,3195378200,11777.5498,11794.25,11325.8496,11387.5,11387.5,1371800.0
2020-09-01,25085.669922,25254.140625,24995.449219,25184.849609,25184.849609,1729452000,11464.2998,11553.5498,11366.9004,11470.25,11470.25,783800.0
2020-09-02,25239.859375,25239.859375,24931.169922,25120.089844,25120.089844,2349955800,11478.5498,11554.75,11430.4004,11535.0,11535.0,593500.0
2020-09-03,25026.990234,25216.019531,24854.580078,25007.599609,25007.599609,2007341100,11566.2002,11584.9502,11507.6504,11527.4502,11527.4502,607100.0
2020-09-04,24668.800781,24813.960938,24488.640625,24695.449219,24695.449219,3393745100,11354.4004,11452.0498,11303.6504,11333.8496,11333.8496,681300.0
2020-09-07,24621.019531,24908.289063,24475.609375,24589.650391,24589.650391,1682872900,11359.5996,11381.1504,11251.7002,11355.0498,11355.0498,560300.0
2020-09-08,24785.259766,24785.259766,24341.320313,24624.339844,24624.339844,2074591000,11378.5498,11437.25,11290.4502,11317.3496,11317.3496,572200.0
2020-09-09,24295.419922,24520.919922,24213.359375,24468.929688,24468.929688,1749348400,11218.5996,11298.1504,11185.1504,11278.0,11278.0,728900.0
2020-09-10,24584.939453,24615.599609,24293.210938,24313.539063,24313.539063,1349478000,11363.2998,11464.0498,11327.4004,11449.25,11449.25,679400.0
2020-09-11,24352.630859,24572.660156,24293.029297,24503.310547,24503.310547,1306598900,11447.7998,11493.5,11419.9004,11464.4502,11464.4502,554800.0
2020-09-14,24569.029297,24750.949219,24556.519531,24640.279297,24640.279297,1091380700,11540.1504,11568.9004,11383.5498,11440.0498,11440.0498,642300.0
2020-09-15,24621.650391,24826.869141,24621.650391,24732.759766,24732.759766,1733769600,11487.2002,11535.9502,11442.25,11521.7998,11521.7998,506700.0
2020-09-16,24823.960938,24829.869141,24635.240234,24725.630859,24725.630859,1303202100,11538.4502,11618.0996,11516.75,11604.5498,11604.5498,527800.0
2020-09-17,24676.410156,24713.789063,24250.900391,24340.849609,24340.849609,1630900300,11539.4004,11587.2002,11498.5,11516.0996,11516.0996,0.0
2020-09-18,24381.130859,24501.160156,24295.009766,24455.410156,24455.410156,2301812900,11584.0996,11584.0996,11446.0996,11504.9502,11504.9502,764200.0
2020-09-21,24483.910156,24542.550781,23928.019531,23950.689453,23950.689453,1602081500,11503.7998,11535.25,11218.5,11250.5498,11250.5498,602900.0
2020-09-22,23839.669922,23908.509766,23675.619141,23716.849609,23716.849609,1553227700,11301.75,11302.2002,11084.6504,11153.6504,11153.6504,672200.0
